
step 0: train loss 4.2874, val loss 4.2823
iter 160: loss 2.4829, time 41.25ms, mfu 8.89%
iter 170: loss 2.4652, time 41.10ms, mfu 8.90%
iter 180: loss 2.4676, time 41.34ms, mfu 8.92%
iter 190: loss 2.4489, time 42.53ms, mfu 8.90%
iter 200: loss 2.4379, time 41.00ms, mfu 8.92%
iter 210: loss 2.4077, time 41.02ms, mfu 8.94%
iter 220: loss 2.4557, time 41.26ms, mfu 8.94%
iter 230: loss 2.4289, time 41.09ms, mfu 8.96%
iter 240: loss 2.4306, time 41.85ms, mfu 8.95%
step 250: train loss 2.3784, val loss 2.4201
saving checkpoint to perp
iter 250: loss 2.4042, time 6632.83ms, mfu 8.06%
iter 260: loss 2.3882, time 41.05ms, mfu 8.16%
iter 270: loss 2.3955, time 41.46ms, mfu 8.25%
iter 280: loss 2.3980, time 42.45ms, mfu 8.30%
iter 290: loss 2.3502, time 41.05ms, mfu 8.38%
iter 300: loss 2.3410, time 41.82ms, mfu 8.43%
iter 310: loss 2.3141, time 41.08ms, mfu 8.49%
iter 320: loss 2.3064, time 41.07ms, mfu 8.55%
iter 330: loss 2.2733, time 42.26ms, mfu 8.58%
iter 340: loss 2.2365, time 41.42ms, mfu 8.62%
iter 350: loss 2.2551, time 41.08ms, mfu 8.67%
iter 360: loss 2.2009, time 41.05ms, mfu 8.71%
iter 370: loss 2.1690, time 41.49ms, mfu 8.73%
iter 380: loss 2.1290, time 42.41ms, mfu 8.74%
iter 390: loss 2.1368, time 41.07ms, mfu 8.77%
iter 400: loss 2.1353, time 41.05ms, mfu 8.80%
iter 410: loss 2.0881, time 41.46ms, mfu 8.82%
iter 420: loss 2.0987, time 41.49ms, mfu 8.84%
iter 430: loss 2.0815, time 41.12ms, mfu 8.86%
iter 440: loss 2.0289, time 41.12ms, mfu 8.88%
iter 450: loss 2.0400, time 41.07ms, mfu 8.90%
iter 460: loss 1.9700, time 41.81ms, mfu 8.90%
iter 470: loss 2.0269, time 41.34ms, mfu 8.91%
iter 480: loss 1.9761, time 41.08ms, mfu 8.93%
iter 490: loss 1.9692, time 41.43ms, mfu 8.93%
step 500: train loss 1.8519, val loss 1.9977
saving checkpoint to perp
iter 500: loss 1.9574, time 4945.77ms, mfu 8.05%
iter 510: loss 1.9638, time 41.60ms, mfu 8.14%
iter 520: loss 1.9262, time 41.41ms, mfu 8.23%
iter 530: loss 1.9165, time 41.10ms, mfu 8.31%
iter 540: loss 1.9406, time 41.09ms, mfu 8.39%
iter 550: loss 1.8911, time 41.52ms, mfu 8.44%
iter 560: loss 1.8865, time 41.12ms, mfu 8.51%
iter 570: loss 1.8864, time 41.02ms, mfu 8.56%
iter 580: loss 1.8725, time 41.20ms, mfu 8.61%
iter 590: loss 1.8275, time 41.53ms, mfu 8.65%
iter 600: loss 1.8361, time 41.20ms, mfu 8.69%
iter 610: loss 1.8544, time 41.11ms, mfu 8.73%
iter 620: loss 1.8304, time 41.46ms, mfu 8.75%
iter 630: loss 1.8189, time 41.05ms, mfu 8.78%
iter 640: loss 1.7846, time 41.17ms, mfu 8.81%
iter 650: loss 1.8000, time 41.11ms, mfu 8.84%
iter 660: loss 1.8031, time 41.06ms, mfu 8.86%
iter 670: loss 1.7431, time 41.21ms, mfu 8.88%
iter 680: loss 1.7977, time 42.47ms, mfu 8.87%
iter 690: loss 1.7575, time 41.04ms, mfu 8.89%
iter 700: loss 1.7670, time 41.06ms, mfu 8.91%
iter 710: loss 1.7449, time 41.29ms, mfu 8.92%
iter 720: loss 1.7196, time 41.20ms, mfu 8.93%
iter 730: loss 1.6991, time 41.06ms, mfu 8.95%
iter 740: loss 1.6913, time 41.50ms, mfu 8.95%
step 750: train loss 1.5910, val loss 1.7845
saving checkpoint to perp
iter 750: loss 1.6985, time 4953.28ms, mfu 8.06%
iter 760: loss 1.7091, time 41.40ms, mfu 8.16%
iter 770: loss 1.7150, time 42.51ms, mfu 8.22%
iter 780: loss 1.6968, time 41.38ms, mfu 8.30%
iter 790: loss 1.6839, time 41.03ms, mfu 8.37%
iter 800: loss 1.6984, time 41.08ms, mfu 8.44%
iter 810: loss 1.6595, time 41.21ms, mfu 8.50%
iter 820: loss 1.6621, time 41.39ms, mfu 8.55%
iter 830: loss 1.6514, time 41.05ms, mfu 8.61%
iter 840: loss 1.6555, time 41.54ms, mfu 8.64%
iter 850: loss 1.6423, time 41.00ms, mfu 8.69%
iter 860: loss 1.6449, time 40.99ms, mfu 8.73%
iter 870: loss 1.6483, time 42.47ms, mfu 8.73%
iter 880: loss 1.6307, time 42.63ms, mfu 8.73%
iter 890: loss 1.6336, time 41.28ms, mfu 8.76%
iter 900: loss 1.6289, time 40.98ms, mfu 8.80%
iter 910: loss 1.5597, time 41.11ms, mfu 8.82%
iter 920: loss 1.6058, time 41.27ms, mfu 8.84%
iter 930: loss 1.5983, time 42.12ms, mfu 8.84%
iter 940: loss 1.5757, time 42.48ms, mfu 8.84%
iter 950: loss 1.5968, time 41.08ms, mfu 8.86%
iter 960: loss 1.5969, time 41.12ms, mfu 8.88%
iter 970: loss 1.6104, time 41.28ms, mfu 8.89%
iter 980: loss 1.5962, time 41.06ms, mfu 8.91%
iter 990: loss 1.5739, time 41.76ms, mfu 8.91%
step 1000: train loss 1.4622, val loss 1.6613
saving checkpoint to perp
iter 1000: loss 1.5560, time 4977.17ms, mfu 8.03%
iter 1010: loss 1.5629, time 40.97ms, mfu 8.14%
iter 1020: loss 1.5330, time 42.62ms, mfu 8.20%
iter 1030: loss 1.5662, time 40.99ms, mfu 8.29%
iter 1040: loss 1.5788, time 40.98ms, mfu 8.37%
iter 1050: loss 1.5120, time 40.99ms, mfu 8.44%
iter 1060: loss 1.5690, time 41.30ms, mfu 8.50%
iter 1070: loss 1.5588, time 40.94ms, mfu 8.56%
iter 1080: loss 1.5631, time 41.00ms, mfu 8.61%
iter 1090: loss 1.5582, time 41.31ms, mfu 8.65%
iter 1100: loss 1.5371, time 41.31ms, mfu 8.69%
iter 1110: loss 1.5131, time 40.98ms, mfu 8.73%
iter 1120: loss 1.5131, time 40.99ms, mfu 8.77%
iter 1130: loss 1.5165, time 42.48ms, mfu 8.77%
iter 1140: loss 1.5230, time 42.34ms, mfu 8.77%
iter 1150: loss 1.5226, time 41.01ms, mfu 8.80%
iter 1160: loss 1.5539, time 41.03ms, mfu 8.83%
iter 1170: loss 1.5163, time 40.97ms, mfu 8.86%
iter 1180: loss 1.5310, time 41.11ms, mfu 8.88%
iter 1190: loss 1.4896, time 41.26ms, mfu 8.89%
iter 1200: loss 1.5036, time 40.99ms, mfu 8.91%
iter 1210: loss 1.4826, time 40.99ms, mfu 8.93%
iter 1220: loss 1.5251, time 41.23ms, mfu 8.94%
iter 1230: loss 1.5187, time 40.94ms, mfu 8.96%
iter 1240: loss 1.5124, time 40.97ms, mfu 8.97%
step 1250: train loss 1.3842, val loss 1.6033
saving checkpoint to perp
iter 1250: loss 1.4790, time 4957.74ms, mfu 8.08%
iter 1260: loss 1.4931, time 40.82ms, mfu 8.19%
iter 1270: loss 1.4710, time 42.48ms, mfu 8.24%
iter 1280: loss 1.4584, time 40.84ms, mfu 8.33%
iter 1290: loss 1.4958, time 42.48ms, mfu 8.38%
iter 1300: loss 1.5173, time 40.83ms, mfu 8.45%
iter 1310: loss 1.4428, time 40.83ms, mfu 8.52%
iter 1320: loss 1.5139, time 41.31ms, mfu 8.57%
iter 1330: loss 1.4766, time 40.84ms, mfu 8.62%
iter 1340: loss 1.5015, time 40.83ms, mfu 8.67%
iter 1350: loss 1.4625, time 40.82ms, mfu 8.72%
iter 1360: loss 1.4858, time 40.83ms, mfu 8.76%
iter 1370: loss 1.4682, time 40.93ms, mfu 8.80%
iter 1380: loss 1.4670, time 40.81ms, mfu 8.83%
iter 1390: loss 1.4582, time 40.84ms, mfu 8.86%
iter 1400: loss 1.4652, time 40.84ms, mfu 8.88%
iter 1410: loss 1.4481, time 40.82ms, mfu 8.91%
iter 1420: loss 1.4723, time 40.83ms, mfu 8.93%
iter 1430: loss 1.4465, time 41.31ms, mfu 8.94%
iter 1440: loss 1.4727, time 40.84ms, mfu 8.96%
iter 1450: loss 1.4320, time 40.82ms, mfu 8.98%
iter 1460: loss 1.4481, time 42.49ms, mfu 8.95%
iter 1470: loss 1.4278, time 40.80ms, mfu 8.97%
iter 1480: loss 1.4243, time 41.02ms, mfu 8.98%
iter 1490: loss 1.4452, time 40.86ms, mfu 9.00%
step 1500: train loss 1.3296, val loss 1.5575
saving checkpoint to perp
iter 1500: loss 1.3980, time 4965.62ms, mfu 8.10%
iter 1510: loss 1.4442, time 41.47ms, mfu 8.19%
iter 1520: loss 1.4265, time 41.09ms, mfu 8.28%
iter 1530: loss 1.4669, time 41.02ms, mfu 8.36%
iter 1540: loss 1.3901, time 41.19ms, mfu 8.43%
iter 1550: loss 1.4407, time 41.08ms, mfu 8.49%
iter 1560: loss 1.4243, time 42.47ms, mfu 8.52%
iter 1570: loss 1.4519, time 42.66ms, mfu 8.54%
iter 1580: loss 1.4077, time 42.45ms, mfu 8.57%
iter 1590: loss 1.3924, time 41.58ms, mfu 8.61%
iter 1600: loss 1.4023, time 41.30ms, mfu 8.65%
iter 1610: loss 1.4351, time 42.77ms, mfu 8.65%
iter 1620: loss 1.3900, time 41.37ms, mfu 8.69%
iter 1630: loss 1.4202, time 41.34ms, mfu 8.72%
iter 1640: loss 1.4098, time 41.41ms, mfu 8.75%
iter 1650: loss 1.3862, time 41.24ms, mfu 8.78%
iter 1660: loss 1.4171, time 41.39ms, mfu 8.80%
iter 1670: loss 1.4091, time 41.09ms, mfu 8.83%
iter 1680: loss 1.4033, time 41.29ms, mfu 8.85%
iter 1690: loss 1.4089, time 42.37ms, mfu 8.84%
iter 1700: loss 1.3959, time 41.33ms, mfu 8.86%
iter 1710: loss 1.3844, time 41.44ms, mfu 8.87%
iter 1720: loss 1.3969, time 41.25ms, mfu 8.89%
iter 1730: loss 1.4056, time 42.40ms, mfu 8.88%
iter 1740: loss 1.3757, time 42.54ms, mfu 8.87%
step 1750: train loss 1.2890, val loss 1.5264
saving checkpoint to perp
iter 1750: loss 1.3997, time 4935.29ms, mfu 7.99%
iter 1760: loss 1.3943, time 42.61ms, mfu 8.06%
iter 1770: loss 1.4013, time 42.49ms, mfu 8.13%
iter 1780: loss 1.4007, time 42.40ms, mfu 8.20%
iter 1790: loss 1.4040, time 41.13ms, mfu 8.29%
iter 1800: loss 1.3890, time 41.14ms, mfu 8.36%
iter 1810: loss 1.3666, time 41.15ms, mfu 8.43%
iter 1820: loss 1.3765, time 41.04ms, mfu 8.50%
iter 1830: loss 1.3736, time 41.44ms, mfu 8.55%
iter 1840: loss 1.3639, time 41.07ms, mfu 8.60%
iter 1850: loss 1.3721, time 41.25ms, mfu 8.64%
iter 1860: loss 1.3854, time 41.12ms, mfu 8.68%
iter 1870: loss 1.3426, time 41.06ms, mfu 8.72%
iter 1880: loss 1.3863, time 41.04ms, mfu 8.76%
iter 1890: loss 1.3859, time 41.06ms, mfu 8.79%
iter 1900: loss 1.3478, time 41.14ms, mfu 8.82%
iter 1910: loss 1.3831, time 41.12ms, mfu 8.84%
iter 1920: loss 1.3840, time 41.25ms, mfu 8.86%
iter 1930: loss 1.3495, time 41.06ms, mfu 8.88%
iter 1940: loss 1.3537, time 41.09ms, mfu 8.90%
iter 1950: loss 1.3428, time 41.53ms, mfu 8.91%
iter 1960: loss 1.3657, time 41.10ms, mfu 8.92%
iter 1970: loss 1.3519, time 41.22ms, mfu 8.94%
iter 1980: loss 1.3726, time 41.06ms, mfu 8.95%
iter 1990: loss 1.3553, time 41.04ms, mfu 8.96%
step 2000: train loss 1.2608, val loss 1.5175
saving checkpoint to perp
iter 2000: loss 1.3561, time 4951.02ms, mfu 8.07%
iter 2010: loss 1.3534, time 41.75ms, mfu 8.16%
iter 2020: loss 1.3322, time 42.46ms, mfu 8.22%
iter 2030: loss 1.3710, time 41.07ms, mfu 8.31%
iter 2040: loss 1.3583, time 41.07ms, mfu 8.38%
iter 2050: loss 1.3262, time 41.84ms, mfu 8.44%
iter 2060: loss 1.3269, time 41.28ms, mfu 8.49%
iter 2070: loss 1.3431, time 41.10ms, mfu 8.55%
iter 2080: loss 1.3210, time 42.55ms, mfu 8.57%
iter 2090: loss 1.3584, time 41.02ms, mfu 8.62%
iter 2100: loss 1.3413, time 40.98ms, mfu 8.67%
iter 2110: loss 1.3298, time 41.10ms, mfu 8.71%
iter 2120: loss 1.3479, time 41.22ms, mfu 8.74%
iter 2130: loss 1.3483, time 41.06ms, mfu 8.78%
iter 2140: loss 1.3587, time 41.46ms, mfu 8.80%
iter 2150: loss 1.3454, time 41.06ms, mfu 8.82%
iter 2160: loss 1.3694, time 41.12ms, mfu 8.85%
iter 2170: loss 1.3510, time 41.50ms, mfu 8.86%
iter 2180: loss 1.3381, time 41.05ms, mfu 8.88%
iter 2190: loss 1.3215, time 41.09ms, mfu 8.90%
iter 2200: loss 1.3521, time 41.24ms, mfu 8.92%
iter 2210: loss 1.3325, time 41.02ms, mfu 8.93%
iter 2220: loss 1.3275, time 41.04ms, mfu 8.95%
iter 2230: loss 1.3359, time 41.28ms, mfu 8.95%
iter 2240: loss 1.3605, time 41.12ms, mfu 8.97%
step 2250: train loss 1.2327, val loss 1.4941
saving checkpoint to perp
iter 2250: loss 1.3362, time 4933.80ms, mfu 8.08%
iter 2260: loss 1.3252, time 41.11ms, mfu 8.18%
iter 2270: loss 1.3654, time 41.02ms, mfu 8.27%
iter 2280: loss 1.3084, time 41.36ms, mfu 8.34%
iter 2290: loss 1.3663, time 42.58ms, mfu 8.38%
iter 2300: loss 1.3489, time 41.14ms, mfu 8.45%
iter 2310: loss 1.3257, time 41.46ms, mfu 8.50%
iter 2320: loss 1.3179, time 41.71ms, mfu 8.55%
iter 2330: loss 1.3309, time 41.18ms, mfu 8.60%
iter 2340: loss 1.3408, time 41.04ms, mfu 8.64%
iter 2350: loss 1.3340, time 41.97ms, mfu 8.67%
iter 2360: loss 1.3415, time 41.33ms, mfu 8.70%
iter 2370: loss 1.3243, time 41.03ms, mfu 8.74%
iter 2380: loss 1.3132, time 41.39ms, mfu 8.77%
iter 2390: loss 1.2936, time 41.54ms, mfu 8.79%
iter 2400: loss 1.3104, time 41.14ms, mfu 8.81%
iter 2410: loss 1.2933, time 41.21ms, mfu 8.84%
iter 2420: loss 1.3076, time 41.54ms, mfu 8.85%
iter 2430: loss 1.2844, time 41.18ms, mfu 8.87%
iter 2440: loss 1.2889, time 41.17ms, mfu 8.89%
iter 2450: loss 1.3011, time 41.30ms, mfu 8.90%
iter 2460: loss 1.3131, time 41.22ms, mfu 8.92%
iter 2470: loss 1.3147, time 41.10ms, mfu 8.93%
iter 2480: loss 1.3205, time 41.04ms, mfu 8.95%
iter 2490: loss 1.2903, time 41.25ms, mfu 8.95%
step 2500: train loss 1.2047, val loss 1.4785
saving checkpoint to perp
iter 2500: loss 1.3125, time 4944.69ms, mfu 8.07%
iter 2510: loss 1.3139, time 41.50ms, mfu 8.16%
iter 2520: loss 1.2963, time 41.05ms, mfu 8.25%
iter 2530: loss 1.2925, time 42.58ms, mfu 8.30%
iter 2540: loss 1.2782, time 42.70ms, mfu 8.34%
iter 2550: loss 1.3155, time 41.09ms, mfu 8.42%
iter 2560: loss 1.2914, time 41.09ms, mfu 8.48%
iter 2570: loss 1.3074, time 41.49ms, mfu 8.53%
iter 2580: loss 1.3169, time 41.73ms, mfu 8.57%
iter 2590: loss 1.3117, time 41.40ms, mfu 8.61%
iter 2600: loss 1.2945, time 42.54ms, mfu 8.63%
iter 2610: loss 1.2799, time 41.11ms, mfu 8.67%
iter 2620: loss 1.2801, time 41.12ms, mfu 8.71%
iter 2630: loss 1.2599, time 42.61ms, mfu 8.71%
iter 2640: loss 1.2841, time 41.04ms, mfu 8.75%
iter 2650: loss 1.3212, time 41.25ms, mfu 8.78%
iter 2660: loss 1.2793, time 41.86ms, mfu 8.79%
iter 2670: loss 1.2785, time 42.62ms, mfu 8.79%
iter 2680: loss 1.2916, time 41.23ms, mfu 8.81%
iter 2690: loss 1.2917, time 41.19ms, mfu 8.83%
iter 2700: loss 1.2700, time 41.07ms, mfu 8.86%
iter 2710: loss 1.2964, time 41.35ms, mfu 8.87%
iter 2720: loss 1.2837, time 41.09ms, mfu 8.89%
iter 2730: loss 1.2963, time 41.22ms, mfu 8.91%
iter 2740: loss 1.2713, time 42.33ms, mfu 8.90%
step 2750: train loss 1.1826, val loss 1.4749
saving checkpoint to perp
iter 2750: loss 1.2750, time 4940.92ms, mfu 8.02%
iter 2760: loss 1.2708, time 42.33ms, mfu 8.09%
iter 2770: loss 1.2637, time 42.51ms, mfu 8.16%
iter 2780: loss 1.2731, time 41.05ms, mfu 8.25%
iter 2790: loss 1.2822, time 41.23ms, mfu 8.33%
iter 2800: loss 1.2717, time 41.62ms, mfu 8.39%
iter 2810: loss 1.2910, time 41.45ms, mfu 8.45%
iter 2820: loss 1.2853, time 42.34ms, mfu 8.49%
iter 2830: loss 1.2808, time 40.99ms, mfu 8.55%
iter 2840: loss 1.2265, time 40.99ms, mfu 8.60%
iter 2850: loss 1.2804, time 40.96ms, mfu 8.65%
iter 2860: loss 1.2730, time 41.31ms, mfu 8.69%
iter 2870: loss 1.2652, time 42.30ms, mfu 8.70%
iter 2880: loss 1.2995, time 40.97ms, mfu 8.74%
iter 2890: loss 1.2592, time 42.69ms, mfu 8.74%
iter 2900: loss 1.2608, time 41.04ms, mfu 8.77%
iter 2910: loss 1.2989, time 42.33ms, mfu 8.78%
iter 2920: loss 1.2701, time 41.25ms, mfu 8.80%
iter 2930: loss 1.2604, time 40.99ms, mfu 8.83%
iter 2940: loss 1.2507, time 41.70ms, mfu 8.84%
iter 2950: loss 1.2744, time 41.42ms, mfu 8.86%
iter 2960: loss 1.2566, time 41.15ms, mfu 8.88%
iter 2970: loss 1.2501, time 42.49ms, mfu 8.87%
iter 2980: loss 1.2465, time 41.38ms, mfu 8.88%
iter 2990: loss 1.2501, time 40.99ms, mfu 8.90%
step 3000: train loss 1.1593, val loss 1.4586
saving checkpoint to perp
iter 3000: loss 1.2399, time 4959.37ms, mfu 8.02%
iter 3010: loss 1.2483, time 42.45ms, mfu 8.09%
iter 3020: loss 1.2595, time 41.06ms, mfu 8.19%
iter 3030: loss 1.2641, time 40.83ms, mfu 8.29%
iter 3040: loss 1.2876, time 40.96ms, mfu 8.37%
iter 3050: loss 1.2431, time 40.99ms, mfu 8.44%
iter 3060: loss 1.2544, time 41.77ms, mfu 8.49%
iter 3070: loss 1.2735, time 41.04ms, mfu 8.55%
iter 3080: loss 1.2613, time 40.89ms, mfu 8.60%
iter 3090: loss 1.2494, time 41.13ms, mfu 8.65%
iter 3100: loss 1.2748, time 40.84ms, mfu 8.70%
iter 3110: loss 1.2263, time 42.46ms, mfu 8.70%
iter 3120: loss 1.2623, time 42.52ms, mfu 8.71%
iter 3130: loss 1.2506, time 40.91ms, mfu 8.75%
iter 3140: loss 1.2553, time 40.84ms, mfu 8.79%
iter 3150: loss 1.2597, time 42.58ms, mfu 8.78%
iter 3160: loss 1.2935, time 42.45ms, mfu 8.78%
iter 3170: loss 1.2290, time 41.00ms, mfu 8.81%
iter 3180: loss 1.2252, time 41.52ms, mfu 8.83%
iter 3190: loss 1.2510, time 41.26ms, mfu 8.85%
iter 3200: loss 1.2371, time 41.00ms, mfu 8.87%
iter 3210: loss 1.2316, time 41.29ms, mfu 8.89%
iter 3220: loss 1.2370, time 40.98ms, mfu 8.91%
iter 3230: loss 1.2304, time 41.04ms, mfu 8.93%
iter 3240: loss 1.2251, time 40.99ms, mfu 8.94%
step 3250: train loss 1.1416, val loss 1.4640
iter 3250: loss 1.2491, time 4667.46ms, mfu 8.06%
iter 3260: loss 1.2387, time 41.48ms, mfu 8.15%
iter 3270: loss 1.2463, time 41.17ms, mfu 8.24%
iter 3280: loss 1.2209, time 42.37ms, mfu 8.29%
iter 3290: loss 1.2177, time 41.47ms, mfu 8.36%
iter 3300: loss 1.2223, time 41.29ms, mfu 8.43%
iter 3310: loss 1.2245, time 41.53ms, mfu 8.48%
iter 3320: loss 1.2389, time 41.24ms, mfu 8.54%
iter 3330: loss 1.2253, time 41.57ms, mfu 8.58%
iter 3340: loss 1.2343, time 41.06ms, mfu 8.63%
iter 3350: loss 1.2332, time 41.06ms, mfu 8.68%
iter 3360: loss 1.2112, time 41.53ms, mfu 8.70%
iter 3370: loss 1.2407, time 41.68ms, mfu 8.73%
iter 3380: loss 1.2168, time 41.23ms, mfu 8.76%
iter 3390: loss 1.2344, time 41.29ms, mfu 8.79%
iter 3400: loss 1.2261, time 41.58ms, mfu 8.80%
iter 3410: loss 1.2276, time 41.12ms, mfu 8.83%
iter 3420: loss 1.2445, time 42.35ms, mfu 8.83%
iter 3430: loss 1.2373, time 41.18ms, mfu 8.85%
iter 3440: loss 1.2665, time 41.42ms, mfu 8.86%
iter 3450: loss 1.2405, time 41.21ms, mfu 8.88%
iter 3460: loss 1.2372, time 41.06ms, mfu 8.90%
iter 3470: loss 1.2231, time 41.01ms, mfu 8.92%
iter 3480: loss 1.2383, time 42.41ms, mfu 8.91%
iter 3490: loss 1.2242, time 41.38ms, mfu 8.92%
step 3500: train loss 1.1184, val loss 1.4519
saving checkpoint to perp
iter 3500: loss 1.1958, time 4934.12ms, mfu 8.03%
iter 3510: loss 1.2030, time 41.75ms, mfu 8.12%
iter 3520: loss 1.2160, time 41.16ms, mfu 8.21%
iter 3530: loss 1.2537, time 41.15ms, mfu 8.30%
iter 3540: loss 1.2283, time 42.44ms, mfu 8.35%
iter 3550: loss 1.2136, time 41.12ms, mfu 8.42%
iter 3560: loss 1.2461, time 41.48ms, mfu 8.47%
iter 3570: loss 1.2305, time 41.10ms, mfu 8.53%
iter 3580: loss 1.2259, time 41.38ms, mfu 8.58%
iter 3590: loss 1.2225, time 41.13ms, mfu 8.63%
iter 3600: loss 1.2219, time 41.12ms, mfu 8.67%
iter 3610: loss 1.2270, time 41.31ms, mfu 8.71%
iter 3620: loss 1.2049, time 41.49ms, mfu 8.73%
iter 3630: loss 1.2081, time 41.09ms, mfu 8.77%
iter 3640: loss 1.1986, time 41.09ms, mfu 8.80%
iter 3650: loss 1.2173, time 41.16ms, mfu 8.82%
iter 3660: loss 1.2339, time 41.17ms, mfu 8.85%
iter 3670: loss 1.2308, time 41.13ms, mfu 8.87%
iter 3680: loss 1.1970, time 42.46ms, mfu 8.86%
iter 3690: loss 1.2358, time 41.07ms, mfu 8.88%
iter 3700: loss 1.1815, time 41.11ms, mfu 8.90%
iter 3710: loss 1.1840, time 42.42ms, mfu 8.89%
iter 3720: loss 1.2174, time 41.52ms, mfu 8.90%
iter 3730: loss 1.1955, time 42.65ms, mfu 8.88%
iter 3740: loss 1.2103, time 41.21ms, mfu 8.90%
step 3750: train loss 1.1028, val loss 1.4491
saving checkpoint to perp
iter 3750: loss 1.1965, time 4925.72ms, mfu 8.01%
iter 3760: loss 1.2334, time 42.69ms, mfu 8.09%
iter 3770: loss 1.2400, time 41.28ms, mfu 8.18%
iter 3780: loss 1.2265, time 42.73ms, mfu 8.23%
iter 3790: loss 1.1867, time 41.38ms, mfu 8.31%
iter 3800: loss 1.2046, time 41.24ms, mfu 8.38%
iter 3810: loss 1.2280, time 41.73ms, mfu 8.44%
iter 3820: loss 1.1942, time 41.22ms, mfu 8.50%
iter 3830: loss 1.1983, time 41.22ms, mfu 8.55%
iter 3840: loss 1.1836, time 40.98ms, mfu 8.61%
iter 3850: loss 1.1770, time 41.11ms, mfu 8.65%
iter 3860: loss 1.1788, time 41.08ms, mfu 8.69%
iter 3870: loss 1.1941, time 41.22ms, mfu 8.73%
iter 3880: loss 1.1899, time 41.35ms, mfu 8.76%
iter 3890: loss 1.1906, time 41.15ms, mfu 8.79%
iter 3900: loss 1.1958, time 41.94ms, mfu 8.80%
iter 3910: loss 1.1962, time 41.10ms, mfu 8.82%
iter 3920: loss 1.1709, time 41.10ms, mfu 8.85%
iter 3930: loss 1.1922, time 41.16ms, mfu 8.87%
iter 3940: loss 1.1819, time 42.44ms, mfu 8.86%
iter 3950: loss 1.2055, time 41.55ms, mfu 8.87%
iter 3960: loss 1.2268, time 41.47ms, mfu 8.88%
iter 3970: loss 1.2196, time 42.90ms, mfu 8.86%
iter 3980: loss 1.2091, time 41.20ms, mfu 8.88%
iter 3990: loss 1.1769, time 41.20ms, mfu 8.90%
step 4000: train loss 1.0843, val loss 1.4524
iter 4000: loss 1.1748, time 4637.77ms, mfu 8.01%
iter 4010: loss 1.1878, time 42.45ms, mfu 8.09%
iter 4020: loss 1.2007, time 41.46ms, mfu 8.18%
iter 4030: loss 1.1769, time 41.64ms, mfu 8.26%
iter 4040: loss 1.1984, time 41.45ms, mfu 8.33%
iter 4050: loss 1.1859, time 42.51ms, mfu 8.37%
iter 4060: loss 1.1666, time 41.24ms, mfu 8.44%
iter 4070: loss 1.1656, time 41.58ms, mfu 8.49%
iter 4080: loss 1.1932, time 41.47ms, mfu 8.54%
iter 4090: loss 1.1435, time 41.32ms, mfu 8.59%
iter 4100: loss 1.2153, time 41.32ms, mfu 8.63%
iter 4110: loss 1.1929, time 41.04ms, mfu 8.68%
iter 4120: loss 1.1801, time 41.17ms, mfu 8.71%
iter 4130: loss 1.1674, time 41.09ms, mfu 8.75%
iter 4140: loss 1.1814, time 41.21ms, mfu 8.78%
iter 4150: loss 1.1763, time 41.07ms, mfu 8.81%
iter 4160: loss 1.1726, time 42.76ms, mfu 8.80%
iter 4170: loss 1.1750, time 41.62ms, mfu 8.81%
