
step 0: train loss 4.2874, val loss 4.2823
iter 220: loss 2.4874, time 41.31ms, mfu 9.00%
iter 230: loss 2.4787, time 41.13ms, mfu 9.01%
iter 240: loss 2.4800, time 41.12ms, mfu 9.01%
step 250: train loss 2.4496, val loss 2.4692
saving checkpoint to perp
iter 250: loss 2.4571, time 6637.77ms, mfu 8.12%
iter 260: loss 2.4634, time 41.06ms, mfu 8.21%
iter 270: loss 2.4543, time 41.06ms, mfu 8.30%
iter 280: loss 2.4825, time 41.10ms, mfu 8.37%
iter 290: loss 2.4431, time 41.31ms, mfu 8.44%
iter 300: loss 2.4385, time 41.11ms, mfu 8.50%
iter 310: loss 2.4390, time 41.16ms, mfu 8.56%
iter 320: loss 2.4339, time 41.11ms, mfu 8.61%
iter 330: loss 2.3998, time 41.16ms, mfu 8.65%
iter 340: loss 2.4095, time 41.10ms, mfu 8.69%
iter 350: loss 2.4208, time 41.11ms, mfu 8.73%
iter 360: loss 2.3970, time 41.24ms, mfu 8.76%
iter 370: loss 2.3844, time 41.08ms, mfu 8.79%
iter 380: loss 2.3614, time 41.32ms, mfu 8.81%
iter 390: loss 2.3763, time 41.08ms, mfu 8.84%
iter 400: loss 2.3684, time 41.15ms, mfu 8.86%
iter 410: loss 2.3640, time 41.31ms, mfu 8.88%
iter 420: loss 2.3705, time 41.06ms, mfu 8.90%
iter 430: loss 2.3632, time 41.09ms, mfu 8.91%
iter 440: loss 2.3196, time 41.11ms, mfu 8.93%
iter 450: loss 2.3281, time 41.09ms, mfu 8.94%
iter 460: loss 2.2978, time 41.16ms, mfu 8.95%
iter 470: loss 2.3280, time 41.29ms, mfu 8.96%
iter 480: loss 2.2957, time 41.06ms, mfu 8.97%
iter 490: loss 2.2857, time 41.03ms, mfu 8.98%
step 500: train loss 2.2256, val loss 2.2787
saving checkpoint to perp
iter 500: loss 2.2943, time 4966.32ms, mfu 8.09%
iter 510: loss 2.2945, time 41.13ms, mfu 8.19%
iter 520: loss 2.2680, time 41.06ms, mfu 8.28%
iter 530: loss 2.2619, time 41.23ms, mfu 8.35%
iter 540: loss 2.2752, time 45.36ms, mfu 8.34%
iter 550: loss 2.2451, time 41.65ms, mfu 8.40%
iter 560: loss 2.2399, time 42.54ms, mfu 8.44%
iter 570: loss 2.2379, time 40.88ms, mfu 8.50%
iter 580: loss 2.2439, time 42.83ms, mfu 8.52%
iter 590: loss 2.2007, time 40.91ms, mfu 8.58%
iter 600: loss 2.2050, time 40.97ms, mfu 8.63%
iter 610: loss 2.2132, time 40.99ms, mfu 8.68%
iter 620: loss 2.2015, time 40.98ms, mfu 8.72%
iter 630: loss 2.2069, time 40.98ms, mfu 8.76%
iter 640: loss 2.1555, time 40.99ms, mfu 8.79%
iter 650: loss 2.1889, time 40.96ms, mfu 8.82%
iter 660: loss 2.1657, time 40.97ms, mfu 8.85%
iter 670: loss 2.1278, time 41.00ms, mfu 8.87%
iter 680: loss 2.1738, time 40.99ms, mfu 8.90%
iter 690: loss 2.1376, time 40.99ms, mfu 8.91%
iter 700: loss 2.1558, time 40.96ms, mfu 8.93%
iter 710: loss 2.1223, time 40.97ms, mfu 8.95%
iter 720: loss 2.1090, time 40.99ms, mfu 8.96%
iter 730: loss 2.0949, time 40.97ms, mfu 8.98%
iter 740: loss 2.0956, time 40.97ms, mfu 8.99%
step 750: train loss 2.0049, val loss 2.1225
saving checkpoint to perp
iter 750: loss 2.0977, time 5016.45ms, mfu 8.10%
iter 760: loss 2.0885, time 42.27ms, mfu 8.17%
iter 770: loss 2.0957, time 40.98ms, mfu 8.26%
iter 780: loss 2.0875, time 41.02ms, mfu 8.34%
iter 790: loss 2.0987, time 42.59ms, mfu 8.38%
iter 800: loss 2.0690, time 41.43ms, mfu 8.44%
iter 810: loss 2.0572, time 42.33ms, mfu 8.48%
iter 820: loss 2.0463, time 42.37ms, mfu 8.51%
iter 830: loss 2.0392, time 42.62ms, mfu 8.54%
iter 840: loss 2.0497, time 42.37ms, mfu 8.56%
iter 850: loss 2.0276, time 42.70ms, mfu 8.58%
iter 860: loss 2.0279, time 42.57ms, mfu 8.60%
iter 870: loss 2.0250, time 41.03ms, mfu 8.64%
iter 880: loss 2.0237, time 42.63ms, mfu 8.65%
iter 890: loss 2.0209, time 42.60ms, mfu 8.66%
iter 900: loss 2.0099, time 42.04ms, mfu 8.68%
iter 910: loss 1.9570, time 41.03ms, mfu 8.72%
iter 920: loss 1.9980, time 41.16ms, mfu 8.76%
iter 930: loss 1.9734, time 41.05ms, mfu 8.79%
iter 940: loss 1.9721, time 42.41ms, mfu 8.79%
iter 950: loss 1.9751, time 40.97ms, mfu 8.82%
iter 960: loss 1.9767, time 41.00ms, mfu 8.85%
iter 970: loss 1.9834, time 42.38ms, mfu 8.84%
iter 980: loss 1.9641, time 41.21ms, mfu 8.86%
iter 990: loss 1.9538, time 41.51ms, mfu 8.87%
step 1000: train loss 1.9154, val loss 2.0758
saving checkpoint to perp
iter 1000: loss 1.9397, time 4966.31ms, mfu 7.99%
iter 1010: loss 1.9363, time 42.40ms, mfu 8.07%
iter 1020: loss 1.9050, time 41.44ms, mfu 8.16%
iter 1030: loss 1.9503, time 41.50ms, mfu 8.25%
iter 1040: loss 1.9489, time 41.25ms, mfu 8.32%
iter 1050: loss 1.8855, time 42.54ms, mfu 8.37%
iter 1060: loss 1.9455, time 41.03ms, mfu 8.44%
iter 1070: loss 1.9475, time 41.24ms, mfu 8.50%
iter 1080: loss 1.9344, time 42.52ms, mfu 8.53%
iter 1090: loss 1.9391, time 41.05ms, mfu 8.58%
iter 1100: loss 1.9108, time 41.15ms, mfu 8.63%
iter 1110: loss 1.9021, time 41.03ms, mfu 8.67%
iter 1120: loss 1.8797, time 41.31ms, mfu 8.71%
iter 1130: loss 1.9152, time 41.13ms, mfu 8.74%
iter 1140: loss 1.8873, time 41.10ms, mfu 8.78%
iter 1150: loss 1.8903, time 42.42ms, mfu 8.78%
iter 1160: loss 1.9269, time 41.05ms, mfu 8.81%
iter 1170: loss 1.8888, time 41.93ms, mfu 8.81%
iter 1180: loss 1.9100, time 41.05ms, mfu 8.84%
iter 1190: loss 1.8758, time 41.19ms, mfu 8.86%
iter 1200: loss 1.8690, time 41.54ms, mfu 8.87%
iter 1210: loss 1.8459, time 42.57ms, mfu 8.86%
iter 1220: loss 1.8933, time 41.42ms, mfu 8.87%
iter 1230: loss 1.9148, time 41.03ms, mfu 8.89%
iter 1240: loss 1.8742, time 41.99ms, mfu 8.89%
step 1250: train loss 1.7999, val loss 2.0070
saving checkpoint to perp
iter 1250: loss 1.8610, time 4995.64ms, mfu 8.01%
iter 1260: loss 1.8619, time 41.06ms, mfu 8.12%
iter 1270: loss 1.8459, time 41.11ms, mfu 8.21%
iter 1280: loss 1.8223, time 41.07ms, mfu 8.30%
iter 1290: loss 1.8571, time 41.14ms, mfu 8.37%
iter 1300: loss 1.8807, time 41.22ms, mfu 8.44%
iter 1310: loss 1.8022, time 41.12ms, mfu 8.50%
iter 1320: loss 1.8850, time 41.36ms, mfu 8.55%
iter 1330: loss 1.8355, time 41.06ms, mfu 8.61%
iter 1340: loss 1.8499, time 41.08ms, mfu 8.65%
iter 1350: loss 1.8072, time 41.36ms, mfu 8.69%
iter 1360: loss 1.8534, time 42.42ms, mfu 8.70%
iter 1370: loss 1.8209, time 41.25ms, mfu 8.73%
iter 1380: loss 1.8362, time 41.52ms, mfu 8.76%
iter 1390: loss 1.8155, time 41.17ms, mfu 8.78%
iter 1400: loss 1.8211, time 42.46ms, mfu 8.78%
iter 1410: loss 1.8104, time 41.09ms, mfu 8.81%
iter 1420: loss 1.8222, time 41.15ms, mfu 8.84%
iter 1430: loss 1.8081, time 41.18ms, mfu 8.86%
iter 1440: loss 1.8354, time 41.36ms, mfu 8.87%
iter 1450: loss 1.7823, time 41.03ms, mfu 8.89%
iter 1460: loss 1.8080, time 41.46ms, mfu 8.90%
iter 1470: loss 1.7853, time 41.07ms, mfu 8.92%
iter 1480: loss 1.7716, time 41.10ms, mfu 8.93%
iter 1490: loss 1.7978, time 41.07ms, mfu 8.95%
step 1500: train loss 1.7288, val loss 1.9269
saving checkpoint to perp
iter 1500: loss 1.7642, time 5000.77ms, mfu 8.06%
iter 1510: loss 1.8093, time 41.91ms, mfu 8.14%
iter 1520: loss 1.7892, time 41.16ms, mfu 8.24%
iter 1530: loss 1.8014, time 42.45ms, mfu 8.29%
iter 1540: loss 1.7503, time 41.23ms, mfu 8.36%
iter 1550: loss 1.7837, time 41.13ms, mfu 8.43%
iter 1560: loss 1.7814, time 42.65ms, mfu 8.46%
iter 1570: loss 1.7980, time 42.55ms, mfu 8.49%
iter 1580: loss 1.7697, time 42.50ms, mfu 8.52%
iter 1590: loss 1.7588, time 41.53ms, mfu 8.57%
iter 1600: loss 1.7440, time 42.56ms, mfu 8.58%
iter 1610: loss 1.7860, time 42.50ms, mfu 8.60%
iter 1620: loss 1.7391, time 42.05ms, mfu 8.63%
iter 1630: loss 1.7771, time 42.50ms, mfu 8.64%
iter 1640: loss 1.7527, time 41.14ms, mfu 8.68%
iter 1650: loss 1.7256, time 42.52ms, mfu 8.69%
iter 1660: loss 1.7739, time 41.37ms, mfu 8.72%
iter 1670: loss 1.7678, time 42.42ms, mfu 8.73%
iter 1680: loss 1.7419, time 41.25ms, mfu 8.76%
iter 1690: loss 1.7759, time 41.24ms, mfu 8.79%
iter 1700: loss 1.7434, time 41.13ms, mfu 8.81%
iter 1710: loss 1.7432, time 41.61ms, mfu 8.83%
iter 1720: loss 1.7405, time 41.27ms, mfu 8.85%
iter 1730: loss 1.7704, time 41.47ms, mfu 8.86%
iter 1740: loss 1.7229, time 41.13ms, mfu 8.88%
step 1750: train loss 1.6554, val loss 1.8634
saving checkpoint to perp
iter 1750: loss 1.7497, time 4990.82ms, mfu 8.00%
iter 1760: loss 1.7538, time 41.13ms, mfu 8.11%
iter 1770: loss 1.7479, time 41.23ms, mfu 8.20%
iter 1780: loss 1.7455, time 41.07ms, mfu 8.29%
iter 1790: loss 1.7455, time 41.23ms, mfu 8.36%
iter 1800: loss 1.7369, time 41.17ms, mfu 8.43%
iter 1810: loss 1.7136, time 41.07ms, mfu 8.50%
iter 1820: loss 1.7389, time 41.10ms, mfu 8.55%
iter 1830: loss 1.7405, time 41.22ms, mfu 8.60%
iter 1840: loss 1.7108, time 41.06ms, mfu 8.65%
iter 1850: loss 1.7237, time 41.14ms, mfu 8.69%
iter 1860: loss 1.7354, time 41.18ms, mfu 8.73%
iter 1870: loss 1.6931, time 42.42ms, mfu 8.73%
iter 1880: loss 1.7283, time 41.08ms, mfu 8.77%
iter 1890: loss 1.7349, time 41.96ms, mfu 8.78%
iter 1900: loss 1.7043, time 41.11ms, mfu 8.81%
iter 1910: loss 1.7343, time 41.14ms, mfu 8.83%
iter 1920: loss 1.7121, time 41.15ms, mfu 8.85%
iter 1930: loss 1.7114, time 41.18ms, mfu 8.87%
iter 1940: loss 1.7073, time 41.13ms, mfu 8.89%
iter 1950: loss 1.6838, time 41.13ms, mfu 8.91%
iter 1960: loss 1.7269, time 41.13ms, mfu 8.92%
iter 1970: loss 1.6969, time 41.56ms, mfu 8.93%
iter 1980: loss 1.7155, time 41.25ms, mfu 8.94%
iter 1990: loss 1.6918, time 41.13ms, mfu 8.95%
step 2000: train loss 1.6344, val loss 1.8481
saving checkpoint to perp
iter 2000: loss 1.7103, time 4974.33ms, mfu 8.06%
iter 2010: loss 1.7010, time 40.86ms, mfu 8.17%
iter 2020: loss 1.6859, time 40.87ms, mfu 8.26%
iter 2030: loss 1.7062, time 41.14ms, mfu 8.34%
iter 2040: loss 1.6995, time 41.20ms, mfu 8.41%
iter 2050: loss 1.6502, time 42.60ms, mfu 8.45%
iter 2060: loss 1.6511, time 40.97ms, mfu 8.51%
iter 2070: loss 1.6753, time 41.12ms, mfu 8.57%
iter 2080: loss 1.6726, time 41.28ms, mfu 8.61%
iter 2090: loss 1.6986, time 42.65ms, mfu 8.62%
iter 2100: loss 1.6816, time 40.89ms, mfu 8.67%
iter 2110: loss 1.6665, time 40.91ms, mfu 8.72%
iter 2120: loss 1.6877, time 41.24ms, mfu 8.75%
iter 2130: loss 1.7038, time 41.14ms, mfu 8.78%
iter 2140: loss 1.6883, time 40.93ms, mfu 8.81%
iter 2150: loss 1.6860, time 41.16ms, mfu 8.84%
iter 2160: loss 1.7105, time 40.91ms, mfu 8.86%
iter 2170: loss 1.6884, time 41.35ms, mfu 8.88%
iter 2180: loss 1.6771, time 42.59ms, mfu 8.87%
iter 2190: loss 1.6584, time 42.57ms, mfu 8.85%
iter 2200: loss 1.6916, time 40.82ms, mfu 8.88%
iter 2210: loss 1.6604, time 40.97ms, mfu 8.90%
iter 2220: loss 1.6635, time 40.93ms, mfu 8.92%
iter 2230: loss 1.6753, time 40.97ms, mfu 8.94%
iter 2240: loss 1.6960, time 40.92ms, mfu 8.96%
step 2250: train loss 1.6043, val loss 1.8144
saving checkpoint to perp
iter 2250: loss 1.6785, time 5014.12ms, mfu 8.07%
iter 2260: loss 1.6631, time 41.37ms, mfu 8.16%
iter 2270: loss 1.7152, time 41.54ms, mfu 8.24%
iter 2280: loss 1.6376, time 41.93ms, mfu 8.31%
iter 2290: loss 1.6907, time 41.25ms, mfu 8.38%
iter 2300: loss 1.6781, time 41.14ms, mfu 8.45%
iter 2310: loss 1.6699, time 41.09ms, mfu 8.51%
iter 2320: loss 1.6709, time 41.04ms, mfu 8.57%
iter 2330: loss 1.6616, time 42.74ms, mfu 8.58%
iter 2340: loss 1.6733, time 42.65ms, mfu 8.60%
iter 2350: loss 1.6685, time 41.50ms, mfu 8.64%
iter 2360: loss 1.6806, time 41.50ms, mfu 8.67%
iter 2370: loss 1.6610, time 41.39ms, mfu 8.70%
iter 2380: loss 1.6477, time 41.05ms, mfu 8.74%
iter 2390: loss 1.6419, time 41.22ms, mfu 8.77%
iter 2400: loss 1.6497, time 41.42ms, mfu 8.79%
iter 2410: loss 1.6364, time 41.08ms, mfu 8.82%
iter 2420: loss 1.6495, time 41.06ms, mfu 8.85%
iter 2430: loss 1.6256, time 41.84ms, mfu 8.85%
iter 2440: loss 1.6185, time 41.31ms, mfu 8.87%
iter 2450: loss 1.6553, time 41.27ms, mfu 8.88%
iter 2460: loss 1.6450, time 41.10ms, mfu 8.90%
iter 2470: loss 1.6603, time 42.51ms, mfu 8.89%
iter 2480: loss 1.6498, time 41.05ms, mfu 8.91%
iter 2490: loss 1.6310, time 41.03ms, mfu 8.93%
step 2500: train loss 1.5874, val loss 1.7927
saving checkpoint to perp
iter 2500: loss 1.6565, time 4955.95ms, mfu 8.04%
iter 2510: loss 1.6549, time 41.14ms, mfu 8.14%
iter 2520: loss 1.6635, time 41.25ms, mfu 8.23%
iter 2530: loss 1.6278, time 41.93ms, mfu 8.30%
iter 2540: loss 1.6186, time 41.42ms, mfu 8.37%
iter 2550: loss 1.6539, time 41.16ms, mfu 8.44%
iter 2560: loss 1.5997, time 41.19ms, mfu 8.50%
iter 2570: loss 1.6432, time 41.40ms, mfu 8.55%
iter 2580: loss 1.6576, time 41.11ms, mfu 8.60%
iter 2590: loss 1.6376, time 41.10ms, mfu 8.65%
iter 2600: loss 1.6272, time 41.52ms, mfu 8.68%
iter 2610: loss 1.6114, time 42.59ms, mfu 8.69%
iter 2620: loss 1.6125, time 42.60ms, mfu 8.69%
iter 2630: loss 1.5751, time 42.57ms, mfu 8.70%
iter 2640: loss 1.6286, time 42.56ms, mfu 8.70%
iter 2650: loss 1.6524, time 41.10ms, mfu 8.74%
iter 2660: loss 1.6064, time 41.27ms, mfu 8.77%
iter 2670: loss 1.5992, time 42.85ms, mfu 8.76%
iter 2680: loss 1.6187, time 41.16ms, mfu 8.79%
iter 2690: loss 1.6172, time 41.14ms, mfu 8.82%
iter 2700: loss 1.5946, time 41.37ms, mfu 8.84%
iter 2710: loss 1.6369, time 42.44ms, mfu 8.83%
iter 2720: loss 1.6106, time 42.50ms, mfu 8.82%
iter 2730: loss 1.6267, time 42.47ms, mfu 8.82%
iter 2740: loss 1.6070, time 41.21ms, mfu 8.84%
step 2750: train loss 1.5386, val loss 1.7582
saving checkpoint to perp
iter 2750: loss 1.6054, time 4999.01ms, mfu 7.96%
iter 2760: loss 1.5990, time 42.49ms, mfu 8.05%
iter 2770: loss 1.6076, time 41.18ms, mfu 8.15%
iter 2780: loss 1.6043, time 42.83ms, mfu 8.20%
iter 2790: loss 1.6029, time 41.15ms, mfu 8.29%
iter 2800: loss 1.6154, time 42.45ms, mfu 8.34%
iter 2810: loss 1.6306, time 42.55ms, mfu 8.38%
iter 2820: loss 1.6287, time 41.53ms, mfu 8.44%
iter 2830: loss 1.6084, time 41.13ms, mfu 8.50%
iter 2840: loss 1.5500, time 42.40ms, mfu 8.53%
iter 2850: loss 1.5973, time 42.96ms, mfu 8.54%
iter 2860: loss 1.5991, time 43.03ms, mfu 8.55%
iter 2870: loss 1.6016, time 43.17ms, mfu 8.56%
iter 2880: loss 1.6336, time 42.41ms, mfu 8.58%
iter 2890: loss 1.5858, time 42.46ms, mfu 8.60%
iter 2900: loss 1.5964, time 42.57ms, mfu 8.62%
iter 2910: loss 1.6226, time 42.44ms, mfu 8.63%
iter 2920: loss 1.6154, time 42.62ms, mfu 8.65%
iter 2930: loss 1.5997, time 41.10ms, mfu 8.69%
iter 2940: loss 1.5838, time 41.14ms, mfu 8.72%
iter 2950: loss 1.6127, time 42.31ms, mfu 8.73%
iter 2960: loss 1.5757, time 41.54ms, mfu 8.76%
iter 2970: loss 1.5752, time 41.09ms, mfu 8.79%
iter 2980: loss 1.5677, time 41.07ms, mfu 8.82%
iter 2990: loss 1.5971, time 41.37ms, mfu 8.84%
step 3000: train loss 1.5279, val loss 1.7377
saving checkpoint to perp
iter 3000: loss 1.5752, time 4955.52ms, mfu 7.96%
iter 3010: loss 1.5777, time 42.71ms, mfu 8.04%
iter 3020: loss 1.6003, time 41.20ms, mfu 8.14%
iter 3030: loss 1.6000, time 41.53ms, mfu 8.22%
iter 3040: loss 1.6369, time 41.20ms, mfu 8.30%
iter 3050: loss 1.5821, time 41.55ms, mfu 8.37%
iter 3060: loss 1.5810, time 42.79ms, mfu 8.40%
iter 3070: loss 1.5888, time 41.56ms, mfu 8.46%
iter 3080: loss 1.6015, time 41.53ms, mfu 8.51%
iter 3090: loss 1.5745, time 41.12ms, mfu 8.57%
iter 3100: loss 1.6186, time 42.68ms, mfu 8.58%
iter 3110: loss 1.5529, time 41.19ms, mfu 8.63%
iter 3120: loss 1.5754, time 41.12ms, mfu 8.67%
iter 3130: loss 1.5792, time 42.63ms, mfu 8.68%
iter 3140: loss 1.5713, time 41.10ms, mfu 8.72%
iter 3150: loss 1.5898, time 41.24ms, mfu 8.75%
iter 3160: loss 1.6386, time 41.28ms, mfu 8.78%
iter 3170: loss 1.5589, time 41.20ms, mfu 8.80%
iter 3180: loss 1.5516, time 41.30ms, mfu 8.83%
iter 3190: loss 1.5718, time 41.45ms, mfu 8.84%
iter 3200: loss 1.5663, time 41.30ms, mfu 8.86%
iter 3210: loss 1.5583, time 42.57ms, mfu 8.85%
iter 3220: loss 1.5497, time 41.17ms, mfu 8.87%
iter 3230: loss 1.5456, time 41.47ms, mfu 8.88%
iter 3240: loss 1.5514, time 41.05ms, mfu 8.90%
step 3250: train loss 1.5026, val loss 1.7252
saving checkpoint to perp
iter 3250: loss 1.5796, time 4962.08ms, mfu 8.02%
iter 3260: loss 1.5500, time 41.05ms, mfu 8.12%
iter 3270: loss 1.5646, time 41.16ms, mfu 8.22%
iter 3280: loss 1.5383, time 41.08ms, mfu 8.30%
iter 3290: loss 1.5472, time 42.68ms, mfu 8.34%
iter 3300: loss 1.5513, time 41.03ms, mfu 8.42%
iter 3310: loss 1.5469, time 41.20ms, mfu 8.48%
iter 3320: loss 1.5784, time 42.53ms, mfu 8.51%
iter 3330: loss 1.5560, time 42.54ms, mfu 8.53%
iter 3340: loss 1.5680, time 42.93ms, mfu 8.55%
iter 3350: loss 1.5692, time 40.86ms, mfu 8.61%
iter 3360: loss 1.5382, time 41.04ms, mfu 8.65%
iter 3370: loss 1.5695, time 41.10ms, mfu 8.69%
iter 3380: loss 1.5518, time 41.04ms, mfu 8.73%
iter 3390: loss 1.5684, time 41.02ms, mfu 8.77%
iter 3400: loss 1.5459, time 42.64ms, mfu 8.77%
iter 3410: loss 1.5556, time 40.88ms, mfu 8.80%
iter 3420: loss 1.5715, time 41.15ms, mfu 8.83%
iter 3430: loss 1.5712, time 41.05ms, mfu 8.85%
iter 3440: loss 1.5840, time 41.04ms, mfu 8.87%
iter 3450: loss 1.5689, time 42.58ms, mfu 8.86%
iter 3460: loss 1.5522, time 41.29ms, mfu 8.88%
iter 3470: loss 1.5538, time 40.88ms, mfu 8.90%
iter 3480: loss 1.5698, time 41.26ms, mfu 8.91%
iter 3490: loss 1.5540, time 40.92ms, mfu 8.93%
step 3500: train loss 1.4886, val loss 1.7064
saving checkpoint to perp
iter 3500: loss 1.5314, time 4993.58ms, mfu 8.05%
iter 3510: loss 1.5262, time 41.47ms, mfu 8.14%
iter 3520: loss 1.5615, time 41.09ms, mfu 8.23%
iter 3530: loss 1.5694, time 41.15ms, mfu 8.32%
iter 3540: loss 1.5571, time 41.23ms, mfu 8.39%
iter 3550: loss 1.5338, time 42.19ms, mfu 8.43%
iter 3560: loss 1.5586, time 42.51ms, mfu 8.47%
iter 3570: loss 1.5612, time 42.79ms, mfu 8.49%
iter 3580: loss 1.5539, time 41.49ms, mfu 8.54%
iter 3590: loss 1.5452, time 41.18ms, mfu 8.59%
iter 3600: loss 1.5354, time 42.52ms, mfu 8.61%
iter 3610: loss 1.5529, time 41.42ms, mfu 8.65%
iter 3620: loss 1.5380, time 42.47ms, mfu 8.66%
iter 3630: loss 1.5349, time 42.54ms, mfu 8.67%
iter 3640: loss 1.5281, time 42.84ms, mfu 8.67%
iter 3650: loss 1.5403, time 42.58ms, mfu 8.68%
iter 3660: loss 1.5565, time 42.40ms, mfu 8.69%
iter 3670: loss 1.5573, time 41.14ms, mfu 8.73%
iter 3680: loss 1.5194, time 41.36ms, mfu 8.76%
iter 3690: loss 1.5609, time 41.08ms, mfu 8.79%
iter 3700: loss 1.5161, time 42.68ms, mfu 8.78%
iter 3710: loss 1.5358, time 42.49ms, mfu 8.78%
iter 3720: loss 1.5473, time 42.07ms, mfu 8.79%
iter 3730: loss 1.5247, time 41.11ms, mfu 8.82%
iter 3740: loss 1.5475, time 42.42ms, mfu 8.81%
step 3750: train loss 1.4811, val loss 1.6992
saving checkpoint to perp
iter 3750: loss 1.5170, time 4952.69ms, mfu 7.94%
iter 3760: loss 1.5576, time 41.41ms, mfu 8.04%
iter 3770: loss 1.5765, time 41.08ms, mfu 8.15%
iter 3780: loss 1.5435, time 41.17ms, mfu 8.24%
iter 3790: loss 1.5007, time 41.12ms, mfu 8.32%
iter 3800: loss 1.5388, time 42.66ms, mfu 8.36%
iter 3810: loss 1.5372, time 41.18ms, mfu 8.43%
iter 3820: loss 1.5065, time 41.54ms, mfu 8.48%
iter 3830: loss 1.5247, time 42.08ms, mfu 8.52%
iter 3840: loss 1.5095, time 41.16ms, mfu 8.57%
iter 3850: loss 1.5039, time 41.14ms, mfu 8.62%
iter 3860: loss 1.4931, time 41.55ms, mfu 8.66%
iter 3870: loss 1.5209, time 41.19ms, mfu 8.70%
iter 3880: loss 1.5187, time 41.66ms, mfu 8.72%
iter 3890: loss 1.5144, time 41.37ms, mfu 8.75%
iter 3900: loss 1.5426, time 41.21ms, mfu 8.78%
iter 3910: loss 1.5223, time 41.31ms, mfu 8.80%
iter 3920: loss 1.4854, time 41.30ms, mfu 8.82%
iter 3930: loss 1.5089, time 41.60ms, mfu 8.84%
iter 3940: loss 1.5092, time 41.44ms, mfu 8.85%
iter 3950: loss 1.5414, time 41.46ms, mfu 8.87%
iter 3960: loss 1.5663, time 41.31ms, mfu 8.88%
iter 3970: loss 1.5513, time 41.11ms, mfu 8.90%
iter 3980: loss 1.5369, time 41.07ms, mfu 8.92%
iter 3990: loss 1.5144, time 42.53ms, mfu 8.90%
step 4000: train loss 1.4660, val loss 1.6911
saving checkpoint to perp
iter 4000: loss 1.5071, time 4948.84ms, mfu 8.02%
iter 4010: loss 1.5206, time 40.89ms, mfu 8.13%
iter 4020: loss 1.5265, time 40.89ms, mfu 8.23%
iter 4030: loss 1.5143, time 40.89ms, mfu 8.32%
iter 4040: loss 1.5161, time 41.05ms, mfu 8.39%
iter 4050: loss 1.5142, time 40.88ms, mfu 8.46%
iter 4060: loss 1.4993, time 40.88ms, mfu 8.53%
iter 4070: loss 1.4956, time 40.92ms, mfu 8.59%
iter 4080: loss 1.5218, time 40.89ms, mfu 8.64%
iter 4090: loss 1.4660, time 40.87ms, mfu 8.69%
iter 4100: loss 1.5444, time 41.03ms, mfu 8.73%
iter 4110: loss 1.5320, time 40.90ms, mfu 8.77%
iter 4120: loss 1.4912, time 40.89ms, mfu 8.80%
iter 4130: loss 1.5003, time 40.92ms, mfu 8.83%
iter 4140: loss 1.5030, time 40.92ms, mfu 8.86%
iter 4150: loss 1.5058, time 40.89ms, mfu 8.88%
iter 4160: loss 1.4976, time 40.91ms, mfu 8.91%
