
step 0: train loss 7.2224, val loss 7.2210
iter 620: loss 1.4713, time 43.74ms, mfu 8.38%
iter 630: loss 1.4819, time 43.88ms, mfu 8.42%
iter 640: loss 1.4144, time 43.72ms, mfu 8.46%
iter 650: loss 1.5204, time 43.77ms, mfu 8.50%
iter 660: loss 1.5159, time 43.74ms, mfu 8.53%
iter 670: loss 1.4425, time 46.26ms, mfu 8.51%
iter 680: loss 1.4123, time 43.85ms, mfu 8.54%
iter 690: loss 1.4290, time 43.71ms, mfu 8.57%
iter 700: loss 1.3899, time 43.66ms, mfu 8.60%
iter 710: loss 1.3981, time 43.74ms, mfu 8.62%
iter 720: loss 1.3795, time 43.74ms, mfu 8.64%
iter 730: loss 1.3829, time 44.96ms, mfu 8.64%
iter 740: loss 1.3089, time 43.55ms, mfu 8.66%
step 750: train loss 1.3578, val loss 1.5426
saving checkpoint to perliment_out
iter 750: loss 1.4395, time 5289.89ms, mfu 7.80%
iter 760: loss 1.4147, time 44.97ms, mfu 7.88%
iter 770: loss 1.3778, time 43.75ms, mfu 7.98%
iter 780: loss 1.3831, time 43.73ms, mfu 8.06%
iter 790: loss 1.5039, time 43.74ms, mfu 8.14%
iter 800: loss 1.4749, time 43.73ms, mfu 8.21%
iter 810: loss 1.2891, time 43.69ms, mfu 8.27%
iter 820: loss 1.3642, time 43.68ms, mfu 8.33%
iter 830: loss 1.3711, time 43.71ms, mfu 8.38%
iter 840: loss 1.3393, time 43.73ms, mfu 8.42%
iter 850: loss 1.3364, time 43.73ms, mfu 8.46%
iter 860: loss 1.3325, time 43.73ms, mfu 8.50%
iter 870: loss 1.4146, time 43.70ms, mfu 8.54%
iter 880: loss 1.3040, time 43.62ms, mfu 8.57%
iter 890: loss 1.3699, time 48.47ms, mfu 8.51%
iter 900: loss 1.3321, time 43.69ms, mfu 8.54%
iter 910: loss 1.4344, time 43.77ms, mfu 8.57%
iter 920: loss 1.3620, time 45.06ms, mfu 8.57%
iter 930: loss 1.3740, time 43.97ms, mfu 8.59%
iter 940: loss 1.2446, time 44.28ms, mfu 8.60%
iter 950: loss 1.4355, time 44.11ms, mfu 8.62%
iter 960: loss 1.4567, time 43.72ms, mfu 8.64%
iter 970: loss 1.3499, time 43.74ms, mfu 8.66%
iter 980: loss 1.3833, time 43.99ms, mfu 8.67%
iter 990: loss 1.3524, time 44.10ms, mfu 8.68%
step 1000: train loss 1.2901, val loss 1.4704
saving checkpoint to perliment_out
iter 1000: loss 1.3640, time 5299.87ms, mfu 7.82%
iter 1010: loss 1.3076, time 43.92ms, mfu 7.92%
iter 1020: loss 1.3490, time 45.18ms, mfu 7.98%
iter 1030: loss 1.3171, time 43.57ms, mfu 8.07%
iter 1040: loss 1.3143, time 43.98ms, mfu 8.14%
iter 1050: loss 1.3315, time 43.61ms, mfu 8.21%
iter 1060: loss 1.3507, time 50.53ms, mfu 8.15%
iter 1070: loss 1.2461, time 44.15ms, mfu 8.21%
iter 1080: loss 1.2869, time 43.73ms, mfu 8.28%
iter 1090: loss 1.3736, time 43.79ms, mfu 8.33%
iter 1100: loss 1.3330, time 46.29ms, mfu 8.33%
iter 1110: loss 1.2935, time 43.70ms, mfu 8.38%
iter 1120: loss 1.3307, time 44.43ms, mfu 8.41%
iter 1130: loss 1.3548, time 43.68ms, mfu 8.46%
iter 1140: loss 1.2794, time 43.76ms, mfu 8.49%
iter 1150: loss 1.2929, time 48.75ms, mfu 8.44%
iter 1160: loss 1.3297, time 43.70ms, mfu 8.48%
iter 1170: loss 1.3125, time 43.77ms, mfu 8.51%
iter 1180: loss 1.3415, time 46.22ms, mfu 8.50%
iter 1190: loss 1.2628, time 43.69ms, mfu 8.53%
iter 1200: loss 1.2682, time 43.65ms, mfu 8.56%
iter 1210: loss 1.2624, time 45.04ms, mfu 8.56%
iter 1220: loss 1.3285, time 43.72ms, mfu 8.59%
iter 1230: loss 1.2869, time 43.69ms, mfu 8.62%
iter 1240: loss 1.2038, time 43.75ms, mfu 8.64%
step 1250: train loss 1.2389, val loss 1.4037
saving checkpoint to perliment_out
iter 1250: loss 1.2797, time 5355.65ms, mfu 7.78%
iter 1260: loss 1.1695, time 46.31ms, mfu 7.84%
iter 1270: loss 1.3005, time 44.35ms, mfu 7.92%
iter 1280: loss 1.2673, time 43.71ms, mfu 8.01%
iter 1290: loss 1.2342, time 46.81ms, mfu 8.04%
iter 1300: loss 1.2894, time 44.17ms, mfu 8.11%
iter 1310: loss 1.3898, time 44.99ms, mfu 8.16%
iter 1320: loss 1.1939, time 45.74ms, mfu 8.19%
iter 1330: loss 1.3258, time 43.86ms, mfu 8.25%
iter 1340: loss 1.2959, time 46.67ms, mfu 8.25%
iter 1350: loss 1.1362, time 46.18ms, mfu 8.26%
iter 1360: loss 1.1717, time 43.67ms, mfu 8.32%
iter 1370: loss 1.2900, time 43.69ms, mfu 8.37%
iter 1380: loss 1.1447, time 44.14ms, mfu 8.41%
iter 1390: loss 1.2246, time 44.02ms, mfu 8.45%
iter 1400: loss 1.1818, time 44.17ms, mfu 8.48%
iter 1410: loss 1.2302, time 44.28ms, mfu 8.50%
iter 1420: loss 1.3292, time 45.06ms, mfu 8.51%
iter 1430: loss 1.2016, time 45.71ms, mfu 8.50%
iter 1440: loss 1.2472, time 46.77ms, mfu 8.48%
iter 1450: loss 1.3105, time 43.99ms, mfu 8.51%
iter 1460: loss 1.2302, time 43.71ms, mfu 8.54%
iter 1470: loss 1.3275, time 43.74ms, mfu 8.57%
iter 1480: loss 1.2209, time 43.97ms, mfu 8.59%
iter 1490: loss 1.2941, time 47.51ms, mfu 8.54%
step 1500: train loss 1.2092, val loss 1.3749
saving checkpoint to perliment_out
iter 1500: loss 1.2339, time 5284.21ms, mfu 7.70%
iter 1510: loss 1.2830, time 45.42ms, mfu 7.78%
iter 1520: loss 1.2150, time 44.96ms, mfu 7.86%
iter 1530: loss 1.2594, time 45.05ms, mfu 7.93%
iter 1540: loss 1.2787, time 43.98ms, mfu 8.02%
iter 1550: loss 1.2177, time 44.44ms, mfu 8.08%
iter 1560: loss 1.2436, time 43.72ms, mfu 8.16%
iter 1570: loss 1.2489, time 43.49ms, mfu 8.23%
iter 1580: loss 1.1774, time 48.95ms, mfu 8.20%
iter 1590: loss 1.2269, time 47.49ms, mfu 8.19%
iter 1600: loss 1.2709, time 47.89ms, mfu 8.18%
iter 1610: loss 1.2152, time 43.64ms, mfu 8.24%
iter 1620: loss 1.2397, time 43.68ms, mfu 8.30%
iter 1630: loss 1.1363, time 49.33ms, mfu 8.26%
iter 1640: loss 1.2252, time 48.09ms, mfu 8.23%
iter 1650: loss 1.2275, time 47.70ms, mfu 8.22%
iter 1660: loss 1.2729, time 48.90ms, mfu 8.19%
iter 1670: loss 1.3627, time 51.02ms, mfu 8.13%
iter 1680: loss 1.1590, time 51.28ms, mfu 8.07%
iter 1690: loss 1.2432, time 50.25ms, mfu 8.03%
iter 1700: loss 1.2556, time 43.51ms, mfu 8.11%
iter 1710: loss 1.2453, time 49.63ms, mfu 8.08%
iter 1720: loss 1.2788, time 43.61ms, mfu 8.16%
iter 1730: loss 1.1181, time 50.96ms, mfu 8.10%
iter 1740: loss 1.2136, time 51.32ms, mfu 8.04%
step 1750: train loss 1.1735, val loss 1.3433
saving checkpoint to perliment_out
iter 1750: loss 1.2465, time 5544.65ms, mfu 7.25%
iter 1760: loss 1.2837, time 50.17ms, mfu 7.29%
iter 1770: loss 1.2555, time 50.73ms, mfu 7.32%
iter 1780: loss 1.1460, time 43.93ms, mfu 7.47%
iter 1790: loss 1.2328, time 50.17ms, mfu 7.49%
iter 1800: loss 1.1962, time 43.75ms, mfu 7.63%
iter 1810: loss 1.2665, time 46.69ms, mfu 7.69%
iter 1820: loss 1.2104, time 51.21ms, mfu 7.68%
iter 1830: loss 1.2809, time 51.15ms, mfu 7.66%
iter 1840: loss 1.2061, time 48.21ms, mfu 7.70%
iter 1850: loss 1.3077, time 43.91ms, mfu 7.81%
iter 1860: loss 1.2606, time 49.96ms, mfu 7.80%
iter 1870: loss 1.1646, time 43.71ms, mfu 7.90%
iter 1880: loss 1.2104, time 46.83ms, mfu 7.94%
iter 1890: loss 1.1550, time 50.90ms, mfu 7.90%
iter 1900: loss 1.2417, time 51.80ms, mfu 7.86%
iter 1910: loss 1.1744, time 43.70ms, mfu 7.96%
iter 1920: loss 1.2137, time 50.06ms, mfu 7.93%
iter 1930: loss 1.2169, time 49.84ms, mfu 7.91%
iter 1940: loss 1.2639, time 43.71ms, mfu 8.01%
iter 1950: loss 1.2896, time 50.43ms, mfu 7.97%
iter 1960: loss 1.1609, time 50.67ms, mfu 7.94%
iter 1970: loss 1.2507, time 50.91ms, mfu 7.90%
iter 1980: loss 1.1670, time 43.71ms, mfu 7.99%
iter 1990: loss 1.2540, time 49.86ms, mfu 7.97%
step 2000: train loss 1.1704, val loss 1.3308
saving checkpoint to perliment_out
iter 2000: loss 1.1261, time 5587.69ms, mfu 7.18%
iter 2010: loss 1.2247, time 43.66ms, mfu 7.35%
iter 2020: loss 1.1849, time 50.79ms, mfu 7.37%
iter 2030: loss 1.1627, time 51.48ms, mfu 7.39%
iter 2040: loss 1.2446, time 51.39ms, mfu 7.40%
iter 2050: loss 1.1716, time 43.67ms, mfu 7.54%
iter 2060: loss 1.2275, time 46.19ms, mfu 7.62%
iter 2070: loss 1.2116, time 49.76ms, mfu 7.64%
iter 2080: loss 1.2293, time 43.93ms, mfu 7.75%
iter 2090: loss 1.1829, time 50.86ms, mfu 7.74%
iter 2100: loss 1.0976, time 51.19ms, mfu 7.72%
iter 2110: loss 1.2170, time 50.70ms, mfu 7.71%
iter 2120: loss 1.1765, time 44.40ms, mfu 7.81%
iter 2130: loss 1.2196, time 45.65ms, mfu 7.87%
iter 2140: loss 1.1532, time 47.62ms, mfu 7.90%
iter 2150: loss 1.2344, time 43.73ms, mfu 7.99%
iter 2160: loss 1.2483, time 50.67ms, mfu 7.95%
iter 2170: loss 1.1940, time 50.80ms, mfu 7.92%
iter 2180: loss 1.2330, time 50.96ms, mfu 7.88%
iter 2190: loss 1.1448, time 43.73ms, mfu 7.98%
iter 2200: loss 1.1659, time 46.04ms, mfu 8.02%
iter 2210: loss 1.1670, time 52.25ms, mfu 7.96%
iter 2220: loss 1.1856, time 43.71ms, mfu 8.05%
iter 2230: loss 1.1130, time 50.78ms, mfu 8.00%
iter 2240: loss 1.2070, time 50.34ms, mfu 7.97%
step 2250: train loss 1.1448, val loss 1.3100
saving checkpoint to perliment_out
iter 2250: loss 1.1065, time 5525.60ms, mfu 7.18%
iter 2260: loss 1.1329, time 50.87ms, mfu 7.22%
iter 2270: loss 1.1649, time 50.78ms, mfu 7.26%
iter 2280: loss 1.2096, time 43.72ms, mfu 7.42%
iter 2290: loss 1.2091, time 51.53ms, mfu 7.42%
iter 2300: loss 1.1970, time 49.69ms, mfu 7.46%
iter 2310: loss 1.1537, time 43.75ms, mfu 7.60%
iter 2320: loss 1.1023, time 49.05ms, mfu 7.62%
iter 2330: loss 1.1164, time 52.81ms, mfu 7.59%
iter 2340: loss 1.2390, time 50.52ms, mfu 7.60%
iter 2350: loss 1.1344, time 43.71ms, mfu 7.72%
iter 2360: loss 1.1891, time 45.27ms, mfu 7.80%
iter 2370: loss 1.1522, time 50.22ms, mfu 7.79%
iter 2380: loss 1.1041, time 43.96ms, mfu 7.89%
iter 2390: loss 1.0997, time 50.64ms, mfu 7.86%
iter 2400: loss 1.1389, time 50.33ms, mfu 7.85%
iter 2410: loss 1.1727, time 53.80ms, mfu 7.78%
iter 2420: loss 1.2311, time 45.53ms, mfu 7.85%
iter 2430: loss 1.1594, time 49.03ms, mfu 7.85%
iter 2440: loss 1.1921, time 48.59ms, mfu 7.86%
iter 2450: loss 1.1380, time 43.96ms, mfu 7.95%
iter 2460: loss 1.1047, time 52.02ms, mfu 7.90%
iter 2470: loss 1.1258, time 53.16ms, mfu 7.84%
iter 2480: loss 1.1253, time 51.60ms, mfu 7.80%
iter 2490: loss 1.1792, time 43.97ms, mfu 7.90%
step 2500: train loss 1.1329, val loss 1.2897
saving checkpoint to perliment_out
iter 2500: loss 1.2056, time 5569.73ms, mfu 7.12%
iter 2510: loss 1.1252, time 43.70ms, mfu 7.29%
iter 2520: loss 1.1115, time 43.67ms, mfu 7.45%
iter 2530: loss 1.2061, time 49.80ms, mfu 7.48%
iter 2540: loss 1.0807, time 43.75ms, mfu 7.61%
iter 2550: loss 1.2048, time 51.53ms, mfu 7.60%
iter 2560: loss 1.1903, time 50.76ms, mfu 7.60%
iter 2570: loss 1.1747, time 51.88ms, mfu 7.58%
iter 2580: loss 1.1925, time 46.03ms, mfu 7.67%
iter 2590: loss 1.2077, time 43.53ms, mfu 7.79%
iter 2600: loss 1.2376, time 49.35ms, mfu 7.79%
iter 2610: loss 1.1643, time 43.58ms, mfu 7.90%
iter 2620: loss 1.1564, time 43.53ms, mfu 7.99%
iter 2630: loss 1.1753, time 50.70ms, mfu 7.96%
iter 2640: loss 1.1509, time 50.39ms, mfu 7.93%
iter 2650: loss 1.0787, time 50.55ms, mfu 7.90%
iter 2660: loss 1.1506, time 43.55ms, mfu 8.00%
iter 2670: loss 1.1277, time 49.16ms, mfu 7.98%
iter 2680: loss 1.2162, time 43.54ms, mfu 8.07%
iter 2690: loss 1.1656, time 50.90ms, mfu 8.02%
iter 2700: loss 1.0990, time 50.69ms, mfu 7.98%
iter 2710: loss 1.1405, time 51.22ms, mfu 7.94%
iter 2720: loss 1.1443, time 44.83ms, mfu 8.01%
iter 2730: loss 1.1470, time 49.56ms, mfu 7.98%
iter 2740: loss 1.1508, time 43.98ms, mfu 8.06%
step 2750: train loss 1.1192, val loss 1.2788
saving checkpoint to perliment_out
iter 2750: loss 1.2100, time 5376.73ms, mfu 7.27%
iter 2760: loss 1.1305, time 48.97ms, mfu 7.33%
iter 2770: loss 1.1302, time 45.86ms, mfu 7.44%
iter 2780: loss 1.2117, time 44.21ms, mfu 7.57%
iter 2790: loss 1.1966, time 45.05ms, mfu 7.67%
iter 2800: loss 1.1434, time 44.99ms, mfu 7.76%
iter 2810: loss 1.1022, time 43.85ms, mfu 7.86%
iter 2820: loss 1.1693, time 50.18ms, mfu 7.85%
iter 2830: loss 1.1001, time 45.02ms, mfu 7.92%
iter 2840: loss 1.1420, time 43.75ms, mfu 8.01%
iter 2850: loss 1.1802, time 48.19ms, mfu 8.01%
iter 2860: loss 1.1741, time 43.94ms, mfu 8.09%
iter 2870: loss 1.1207, time 43.62ms, mfu 8.17%
iter 2880: loss 1.1371, time 44.15ms, mfu 8.22%
iter 2890: loss 1.1094, time 43.76ms, mfu 8.28%
iter 2900: loss 1.1606, time 43.72ms, mfu 8.34%
iter 2910: loss 1.1519, time 43.74ms, mfu 8.39%
iter 2920: loss 1.1267, time 43.68ms, mfu 8.43%
iter 2930: loss 1.1332, time 43.87ms, mfu 8.47%
iter 2940: loss 1.1186, time 43.69ms, mfu 8.51%
iter 2950: loss 1.1638, time 45.79ms, mfu 8.50%
iter 2960: loss 1.0938, time 43.85ms, mfu 8.53%
iter 2970: loss 1.1383, time 45.05ms, mfu 8.54%
iter 2980: loss 1.1405, time 45.22ms, mfu 8.54%
iter 2990: loss 1.0575, time 43.85ms, mfu 8.56%
step 3000: train loss 1.1138, val loss 1.2695
saving checkpoint to perliment_out
iter 3000: loss 1.1109, time 5290.28ms, mfu 7.71%
iter 3010: loss 1.1552, time 44.09ms, mfu 7.82%
iter 3020: loss 1.1666, time 43.66ms, mfu 7.92%
iter 3030: loss 1.1541, time 43.70ms, mfu 8.01%
iter 3040: loss 1.1808, time 43.73ms, mfu 8.09%
iter 3050: loss 1.2244, time 43.65ms, mfu 8.17%
iter 3060: loss 1.0905, time 48.90ms, mfu 8.14%
iter 3070: loss 1.1102, time 44.28ms, mfu 8.20%
iter 3080: loss 1.1287, time 43.64ms, mfu 8.27%
iter 3090: loss 1.1353, time 43.90ms, mfu 8.32%
iter 3100: loss 1.1933, time 44.03ms, mfu 8.36%
iter 3110: loss 1.1750, time 50.33ms, mfu 8.30%
iter 3120: loss 1.1706, time 43.65ms, mfu 8.35%
iter 3130: loss 1.1589, time 44.18ms, mfu 8.39%
iter 3140: loss 1.1465, time 43.94ms, mfu 8.43%
iter 3150: loss 1.1098, time 44.99ms, mfu 8.45%
iter 3160: loss 1.1048, time 43.72ms, mfu 8.48%
iter 3170: loss 1.1744, time 43.68ms, mfu 8.52%
iter 3180: loss 1.1484, time 43.70ms, mfu 8.55%
iter 3190: loss 1.1299, time 43.55ms, mfu 8.58%
iter 3200: loss 1.0659, time 43.72ms, mfu 8.61%
iter 3210: loss 1.0943, time 44.06ms, mfu 8.62%
iter 3220: loss 1.1230, time 43.72ms, mfu 8.65%
iter 3230: loss 1.1816, time 44.26ms, mfu 8.65%
iter 3240: loss 1.1857, time 43.75ms, mfu 8.67%
step 3250: train loss 1.0952, val loss 1.2558
saving checkpoint to perliment_out
iter 3250: loss 1.1185, time 5312.53ms, mfu 7.81%
iter 3260: loss 1.1904, time 43.69ms, mfu 7.91%
iter 3270: loss 1.1652, time 45.15ms, mfu 7.98%
iter 3280: loss 1.1269, time 45.00ms, mfu 8.04%
iter 3290: loss 1.1243, time 44.05ms, mfu 8.11%
iter 3300: loss 1.1636, time 43.90ms, mfu 8.18%
iter 3310: loss 1.1483, time 45.15ms, mfu 8.22%
iter 3320: loss 1.0744, time 47.76ms, mfu 8.20%
iter 3330: loss 1.1439, time 45.13ms, mfu 8.24%
iter 3340: loss 1.1157, time 43.46ms, mfu 8.30%
iter 3350: loss 1.1291, time 45.29ms, mfu 8.33%
iter 3360: loss 1.0684, time 48.81ms, mfu 8.29%
iter 3370: loss 1.1262, time 43.55ms, mfu 8.34%
iter 3380: loss 1.1275, time 43.50ms, mfu 8.40%
iter 3390: loss 1.0660, time 43.57ms, mfu 8.44%
iter 3400: loss 1.1453, time 43.72ms, mfu 8.48%
iter 3410: loss 1.0816, time 45.44ms, mfu 8.48%
iter 3420: loss 1.1001, time 45.30ms, mfu 8.49%
iter 3430: loss 1.1006, time 43.57ms, mfu 8.53%
iter 3440: loss 1.0980, time 47.08ms, mfu 8.49%
iter 3450: loss 1.0852, time 43.54ms, mfu 8.53%
iter 3460: loss 1.0704, time 49.72ms, mfu 8.46%
iter 3470: loss 1.1545, time 43.84ms, mfu 8.49%
iter 3480: loss 1.1133, time 48.48ms, mfu 8.44%
iter 3490: loss 1.1208, time 45.15ms, mfu 8.45%
step 3500: train loss 1.0880, val loss 1.2455
saving checkpoint to perliment_out
iter 3500: loss 1.0846, time 5330.19ms, mfu 7.61%
iter 3510: loss 1.1479, time 45.44ms, mfu 7.70%
iter 3520: loss 1.1278, time 45.69ms, mfu 7.78%
iter 3530: loss 1.2035, time 45.17ms, mfu 7.85%
iter 3540: loss 1.0912, time 43.63ms, mfu 7.95%
iter 3550: loss 1.1737, time 50.14ms, mfu 7.93%
iter 3560: loss 1.1640, time 43.61ms, mfu 8.02%
iter 3570: loss 1.0856, time 43.69ms, mfu 8.10%
iter 3580: loss 1.1115, time 45.15ms, mfu 8.15%
iter 3590: loss 1.1112, time 43.63ms, mfu 8.22%
iter 3600: loss 1.0855, time 46.62ms, mfu 8.23%
iter 3610: loss 1.1483, time 45.24ms, mfu 8.26%
iter 3620: loss 1.1440, time 43.59ms, mfu 8.32%
iter 3630: loss 1.0949, time 43.63ms, mfu 8.37%
iter 3640: loss 1.1593, time 45.22ms, mfu 8.39%
iter 3650: loss 1.1363, time 43.86ms, mfu 8.43%
iter 3660: loss 1.1504, time 45.36ms, mfu 8.44%
iter 3670: loss 1.0368, time 45.40ms, mfu 8.44%
iter 3680: loss 1.1052, time 45.23ms, mfu 8.45%
iter 3690: loss 1.0446, time 44.03ms, mfu 8.49%
iter 3700: loss 1.0531, time 45.97ms, mfu 8.48%
iter 3710: loss 1.1425, time 43.73ms, mfu 8.51%
iter 3720: loss 1.0716, time 47.16ms, mfu 8.48%
iter 3730: loss 1.1539, time 43.77ms, mfu 8.51%
iter 3740: loss 1.1608, time 43.79ms, mfu 8.55%
step 3750: train loss 1.0825, val loss 1.2378
saving checkpoint to perliment_out
iter 3750: loss 1.1290, time 5308.06ms, mfu 7.70%
iter 3760: loss 1.0683, time 51.71ms, mfu 7.68%
iter 3770: loss 1.1209, time 43.69ms, mfu 7.79%
iter 3780: loss 1.1489, time 43.66ms, mfu 7.90%
iter 3790: loss 1.0450, time 43.92ms, mfu 7.99%
iter 3800: loss 1.1543, time 45.24ms, mfu 8.04%
iter 3810: loss 1.1653, time 49.07ms, mfu 8.02%
iter 3820: loss 1.1573, time 45.47ms, mfu 8.07%
iter 3830: loss 1.0903, time 43.76ms, mfu 8.15%
iter 3840: loss 1.1012, time 43.58ms, mfu 8.22%
iter 3850: loss 1.0859, time 45.35ms, mfu 8.25%
iter 3860: loss 1.1594, time 43.66ms, mfu 8.31%
iter 3870: loss 1.1024, time 45.32ms, mfu 8.33%
iter 3880: loss 1.0482, time 43.73ms, mfu 8.38%
iter 3890: loss 1.0613, time 43.77ms, mfu 8.42%
iter 3900: loss 1.1257, time 43.62ms, mfu 8.47%
iter 3910: loss 1.1497, time 43.72ms, mfu 8.50%
iter 3920: loss 1.0852, time 53.21ms, mfu 8.38%
iter 3930: loss 1.0542, time 45.23ms, mfu 8.40%
iter 3940: loss 1.1633, time 43.63ms, mfu 8.44%
iter 3950: loss 1.1369, time 43.61ms, mfu 8.48%
iter 3960: loss 1.1540, time 44.92ms, mfu 8.49%
iter 3970: loss 1.0639, time 49.79ms, mfu 8.42%
iter 3980: loss 1.0463, time 43.49ms, mfu 8.47%
iter 3990: loss 1.0725, time 43.79ms, mfu 8.50%
step 4000: train loss 1.0729, val loss 1.2301
saving checkpoint to perliment_out
iter 4000: loss 1.1469, time 5324.51ms, mfu 7.66%
iter 4010: loss 1.1491, time 46.50ms, mfu 7.72%
iter 4020: loss 1.1092, time 45.48ms, mfu 7.80%
iter 4030: loss 1.0796, time 45.31ms, mfu 7.87%
iter 4040: loss 1.0600, time 43.73ms, mfu 7.97%
iter 4050: loss 1.0722, time 45.53ms, mfu 8.02%
iter 4060: loss 1.1471, time 44.00ms, mfu 8.10%
iter 4070: loss 1.0771, time 43.83ms, mfu 8.17%
iter 4080: loss 1.0537, time 44.32ms, mfu 8.22%
iter 4090: loss 1.1267, time 43.62ms, mfu 8.29%
iter 4100: loss 1.1314, time 43.63ms, mfu 8.34%
iter 4110: loss 1.1713, time 49.96ms, mfu 8.28%
iter 4120: loss 1.0615, time 47.13ms, mfu 8.27%
iter 4130: loss 1.1148, time 48.16ms, mfu 8.25%
iter 4140: loss 1.0838, time 43.76ms, mfu 8.30%
iter 4150: loss 1.0965, time 44.03ms, mfu 8.35%
