
step 0: train loss 4.2874, val loss 4.2823
iter 470: loss 1.8389, time 40.09ms, mfu 9.80%
iter 480: loss 1.7883, time 37.36ms, mfu 9.82%
iter 490: loss 1.7766, time 37.04ms, mfu 9.84%
step 500: train loss 1.6733, val loss 1.8505
saving checkpoint to perp
iter 500: loss 1.7679, time 4983.57ms, mfu 8.87%
iter 510: loss 1.7793, time 37.09ms, mfu 8.99%
iter 520: loss 1.7595, time 37.07ms, mfu 9.09%
iter 530: loss 1.7332, time 37.06ms, mfu 9.19%
iter 540: loss 1.7841, time 37.04ms, mfu 9.28%
iter 550: loss 1.7273, time 37.05ms, mfu 9.35%
iter 560: loss 1.7321, time 37.02ms, mfu 9.43%
iter 570: loss 1.7306, time 37.06ms, mfu 9.49%
iter 580: loss 1.7116, time 37.06ms, mfu 9.54%
iter 590: loss 1.6661, time 37.06ms, mfu 9.60%
iter 600: loss 1.6801, time 37.06ms, mfu 9.64%
iter 610: loss 1.6990, time 37.03ms, mfu 9.68%
iter 620: loss 1.6839, time 37.08ms, mfu 9.72%
iter 630: loss 1.6679, time 37.07ms, mfu 9.75%
iter 640: loss 1.6211, time 37.07ms, mfu 9.78%
iter 650: loss 1.6493, time 37.07ms, mfu 9.81%
iter 660: loss 1.6611, time 37.05ms, mfu 9.84%
iter 670: loss 1.6033, time 37.05ms, mfu 9.86%
iter 680: loss 1.6630, time 37.08ms, mfu 9.88%
iter 690: loss 1.6166, time 37.07ms, mfu 9.89%
iter 700: loss 1.6372, time 37.05ms, mfu 9.91%
iter 710: loss 1.6106, time 37.06ms, mfu 9.92%
iter 720: loss 1.5924, time 37.03ms, mfu 9.94%
iter 730: loss 1.5797, time 37.06ms, mfu 9.95%
iter 740: loss 1.5615, time 37.04ms, mfu 9.96%
step 750: train loss 1.4820, val loss 1.6818
saving checkpoint to perp
iter 750: loss 1.5671, time 4958.46ms, mfu 8.97%
iter 760: loss 1.5757, time 37.19ms, mfu 9.08%
iter 770: loss 1.5777, time 37.20ms, mfu 9.17%
iter 780: loss 1.5653, time 37.11ms, mfu 9.26%
iter 790: loss 1.5578, time 37.15ms, mfu 9.34%
iter 800: loss 1.5679, time 37.22ms, mfu 9.40%
iter 810: loss 1.5413, time 37.22ms, mfu 9.46%
iter 820: loss 1.5473, time 37.13ms, mfu 9.52%
iter 830: loss 1.5321, time 37.21ms, mfu 9.57%
iter 840: loss 1.5404, time 37.25ms, mfu 9.61%
iter 850: loss 1.5184, time 37.19ms, mfu 9.65%
iter 860: loss 1.5239, time 37.13ms, mfu 9.69%
iter 870: loss 1.5308, time 37.27ms, mfu 9.72%
iter 880: loss 1.5060, time 37.17ms, mfu 9.75%
iter 890: loss 1.5172, time 37.28ms, mfu 9.78%
iter 900: loss 1.5067, time 37.26ms, mfu 9.80%
iter 910: loss 1.4575, time 37.24ms, mfu 9.82%
iter 920: loss 1.4906, time 37.13ms, mfu 9.84%
iter 930: loss 1.4908, time 37.04ms, mfu 9.86%
iter 940: loss 1.4662, time 37.08ms, mfu 9.88%
iter 950: loss 1.4938, time 37.29ms, mfu 9.89%
iter 960: loss 1.4871, time 37.20ms, mfu 9.91%
iter 970: loss 1.4823, time 37.14ms, mfu 9.92%
iter 980: loss 1.4771, time 37.07ms, mfu 9.93%
iter 990: loss 1.4678, time 37.15ms, mfu 9.94%
step 1000: train loss 1.3779, val loss 1.5926
saving checkpoint to perp
iter 1000: loss 1.4580, time 4977.72ms, mfu 8.95%
iter 1010: loss 1.4640, time 37.12ms, mfu 9.06%
iter 1020: loss 1.4318, time 37.08ms, mfu 9.16%
iter 1030: loss 1.4673, time 37.07ms, mfu 9.25%
iter 1040: loss 1.4797, time 36.95ms, mfu 9.33%
iter 1050: loss 1.4124, time 37.05ms, mfu 9.41%
iter 1060: loss 1.4693, time 37.08ms, mfu 9.47%
iter 1070: loss 1.4573, time 37.04ms, mfu 9.53%
iter 1080: loss 1.4610, time 37.20ms, mfu 9.58%
iter 1090: loss 1.4676, time 37.04ms, mfu 9.63%
iter 1100: loss 1.4426, time 37.22ms, mfu 9.66%
iter 1110: loss 1.4184, time 37.02ms, mfu 9.70%
iter 1120: loss 1.4088, time 37.23ms, mfu 9.74%
iter 1130: loss 1.4162, time 37.05ms, mfu 9.77%
iter 1140: loss 1.4231, time 37.04ms, mfu 9.80%
iter 1150: loss 1.4241, time 36.93ms, mfu 9.83%
iter 1160: loss 1.4485, time 37.05ms, mfu 9.85%
iter 1170: loss 1.4138, time 37.11ms, mfu 9.87%
iter 1180: loss 1.4357, time 37.14ms, mfu 9.89%
iter 1190: loss 1.3871, time 37.23ms, mfu 9.90%
iter 1200: loss 1.4074, time 36.95ms, mfu 9.92%
iter 1210: loss 1.3858, time 37.13ms, mfu 9.93%
iter 1220: loss 1.4263, time 36.99ms, mfu 9.94%
iter 1230: loss 1.4238, time 37.14ms, mfu 9.95%
iter 1240: loss 1.4138, time 37.12ms, mfu 9.96%
step 1250: train loss 1.3061, val loss 1.5425
saving checkpoint to perp
iter 1250: loss 1.3918, time 4977.27ms, mfu 8.97%
iter 1260: loss 1.3949, time 37.02ms, mfu 9.08%
iter 1270: loss 1.3766, time 37.04ms, mfu 9.18%
iter 1280: loss 1.3697, time 37.04ms, mfu 9.27%
iter 1290: loss 1.4068, time 37.08ms, mfu 9.35%
iter 1300: loss 1.4234, time 37.12ms, mfu 9.41%
iter 1310: loss 1.3480, time 37.05ms, mfu 9.48%
iter 1320: loss 1.4141, time 37.03ms, mfu 9.54%
iter 1330: loss 1.3817, time 37.10ms, mfu 9.59%
iter 1340: loss 1.4124, time 37.05ms, mfu 9.63%
iter 1350: loss 1.3674, time 37.06ms, mfu 9.68%
iter 1360: loss 1.3872, time 36.95ms, mfu 9.72%
iter 1370: loss 1.3739, time 37.07ms, mfu 9.75%
iter 1380: loss 1.3816, time 37.06ms, mfu 9.78%
iter 1390: loss 1.3615, time 37.05ms, mfu 9.81%
iter 1400: loss 1.3651, time 37.05ms, mfu 9.83%
iter 1410: loss 1.3552, time 37.03ms, mfu 9.86%
iter 1420: loss 1.3835, time 37.11ms, mfu 9.88%
iter 1430: loss 1.3517, time 37.24ms, mfu 9.89%
iter 1440: loss 1.3689, time 37.35ms, mfu 9.90%
iter 1450: loss 1.3453, time 37.06ms, mfu 9.91%
iter 1460: loss 1.3531, time 37.06ms, mfu 9.93%
iter 1470: loss 1.3367, time 37.05ms, mfu 9.94%
iter 1480: loss 1.3316, time 37.03ms, mfu 9.95%
iter 1490: loss 1.3529, time 37.06ms, mfu 9.96%
step 1500: train loss 1.2543, val loss 1.5063
saving checkpoint to perp
iter 1500: loss 1.2995, time 4957.58ms, mfu 8.97%
iter 1510: loss 1.3500, time 37.19ms, mfu 9.08%
iter 1520: loss 1.3428, time 37.07ms, mfu 9.18%
iter 1530: loss 1.3713, time 37.11ms, mfu 9.26%
iter 1540: loss 1.3068, time 36.96ms, mfu 9.34%
iter 1550: loss 1.3533, time 37.13ms, mfu 9.41%
iter 1560: loss 1.3246, time 37.06ms, mfu 9.48%
iter 1570: loss 1.3507, time 37.53ms, mfu 9.52%
iter 1580: loss 1.3160, time 37.11ms, mfu 9.57%
iter 1590: loss 1.3068, time 37.17ms, mfu 9.62%
iter 1600: loss 1.3166, time 37.05ms, mfu 9.66%
iter 1610: loss 1.3432, time 37.37ms, mfu 9.69%
iter 1620: loss 1.3011, time 37.16ms, mfu 9.73%
iter 1630: loss 1.3212, time 37.14ms, mfu 9.76%
iter 1640: loss 1.3093, time 37.26ms, mfu 9.78%
iter 1650: loss 1.2891, time 37.19ms, mfu 9.81%
iter 1660: loss 1.3248, time 37.41ms, mfu 9.82%
iter 1670: loss 1.3128, time 36.98ms, mfu 9.85%
iter 1680: loss 1.3230, time 37.14ms, mfu 9.87%
iter 1690: loss 1.3224, time 37.34ms, mfu 9.88%
iter 1700: loss 1.2972, time 37.23ms, mfu 9.89%
iter 1710: loss 1.2953, time 37.38ms, mfu 9.90%
iter 1720: loss 1.3056, time 37.33ms, mfu 9.91%
iter 1730: loss 1.3217, time 37.26ms, mfu 9.92%
iter 1740: loss 1.2892, time 37.21ms, mfu 9.93%
step 1750: train loss 1.2139, val loss 1.4830
saving checkpoint to perp
iter 1750: loss 1.3102, time 5000.55ms, mfu 8.94%
iter 1760: loss 1.3144, time 40.07ms, mfu 8.98%
iter 1770: loss 1.3130, time 37.18ms, mfu 9.08%
iter 1780: loss 1.3213, time 37.14ms, mfu 9.18%
iter 1790: loss 1.3094, time 37.06ms, mfu 9.26%
iter 1800: loss 1.2985, time 36.93ms, mfu 9.35%
iter 1810: loss 1.2716, time 36.90ms, mfu 9.42%
iter 1820: loss 1.2890, time 37.07ms, mfu 9.49%
iter 1830: loss 1.2792, time 36.94ms, mfu 9.55%
iter 1840: loss 1.2799, time 37.08ms, mfu 9.60%
iter 1850: loss 1.2750, time 37.13ms, mfu 9.64%
iter 1860: loss 1.3015, time 37.12ms, mfu 9.68%
iter 1870: loss 1.2618, time 37.04ms, mfu 9.72%
iter 1880: loss 1.2940, time 36.99ms, mfu 9.75%
iter 1890: loss 1.2956, time 37.08ms, mfu 9.78%
iter 1900: loss 1.2553, time 37.09ms, mfu 9.81%
iter 1910: loss 1.2943, time 36.96ms, mfu 9.84%
iter 1920: loss 1.2944, time 37.11ms, mfu 9.86%
iter 1930: loss 1.2682, time 37.29ms, mfu 9.87%
iter 1940: loss 1.2582, time 37.04ms, mfu 9.89%
iter 1950: loss 1.2510, time 37.25ms, mfu 9.90%
iter 1960: loss 1.2744, time 37.21ms, mfu 9.91%
iter 1970: loss 1.2702, time 37.08ms, mfu 9.93%
iter 1980: loss 1.2798, time 37.06ms, mfu 9.94%
iter 1990: loss 1.2692, time 36.98ms, mfu 9.95%
step 2000: train loss 1.1786, val loss 1.4786
saving checkpoint to perp
iter 2000: loss 1.2596, time 5003.68ms, mfu 8.96%
iter 2010: loss 1.2571, time 36.98ms, mfu 9.08%
iter 2020: loss 1.2440, time 37.01ms, mfu 9.17%
iter 2030: loss 1.2816, time 42.81ms, mfu 9.13%
iter 2040: loss 1.2649, time 41.95ms, mfu 9.10%
iter 2050: loss 1.2321, time 41.72ms, mfu 9.09%
iter 2060: loss 1.2220, time 43.17ms, mfu 9.04%
iter 2070: loss 1.2509, time 43.35ms, mfu 9.00%
iter 2080: loss 1.2370, time 41.76ms, mfu 8.99%
iter 2090: loss 1.2680, time 42.58ms, mfu 8.96%
iter 2100: loss 1.2539, time 42.16ms, mfu 8.95%
iter 2110: loss 1.2496, time 40.90ms, mfu 8.97%
iter 2120: loss 1.2544, time 37.17ms, mfu 9.07%
iter 2130: loss 1.2620, time 37.17ms, mfu 9.17%
iter 2140: loss 1.2676, time 37.20ms, mfu 9.25%
iter 2150: loss 1.2516, time 37.27ms, mfu 9.33%
iter 2160: loss 1.2806, time 37.23ms, mfu 9.40%
iter 2170: loss 1.2616, time 37.26ms, mfu 9.46%
iter 2180: loss 1.2454, time 36.95ms, mfu 9.52%
iter 2190: loss 1.2348, time 37.44ms, mfu 9.56%
iter 2200: loss 1.2522, time 37.13ms, mfu 9.61%
iter 2210: loss 1.2334, time 36.98ms, mfu 9.66%
iter 2220: loss 1.2443, time 37.06ms, mfu 9.70%
iter 2230: loss 1.2508, time 37.42ms, mfu 9.72%
iter 2240: loss 1.2628, time 37.54ms, mfu 9.74%
step 2250: train loss 1.1448, val loss 1.4568
saving checkpoint to perp
iter 2250: loss 1.2435, time 5003.72ms, mfu 8.78%
iter 2260: loss 1.2327, time 37.20ms, mfu 8.90%
iter 2270: loss 1.2698, time 37.00ms, mfu 9.02%
iter 2280: loss 1.2188, time 37.12ms, mfu 9.12%
iter 2290: loss 1.2688, time 37.08ms, mfu 9.21%
iter 2300: loss 1.2532, time 37.15ms, mfu 9.29%
iter 2310: loss 1.2248, time 37.52ms, mfu 9.36%
iter 2320: loss 1.2330, time 37.26ms, mfu 9.42%
iter 2330: loss 1.2385, time 37.56ms, mfu 9.47%
iter 2340: loss 1.2503, time 37.11ms, mfu 9.53%
iter 2350: loss 1.2383, time 37.37ms, mfu 9.57%
iter 2360: loss 1.2360, time 37.36ms, mfu 9.61%
iter 2370: loss 1.2241, time 37.52ms, mfu 9.64%
iter 2380: loss 1.2245, time 37.33ms, mfu 9.68%
iter 2390: loss 1.2091, time 37.07ms, mfu 9.72%
iter 2400: loss 1.2161, time 37.27ms, mfu 9.74%
iter 2410: loss 1.1979, time 37.42ms, mfu 9.77%
iter 2420: loss 1.2108, time 37.21ms, mfu 9.79%
iter 2430: loss 1.1902, time 37.13ms, mfu 9.81%
iter 2440: loss 1.1936, time 37.43ms, mfu 9.83%
iter 2450: loss 1.2030, time 37.48ms, mfu 9.84%
iter 2460: loss 1.2198, time 37.26ms, mfu 9.86%
iter 2470: loss 1.2277, time 37.41ms, mfu 9.87%
iter 2480: loss 1.2284, time 37.22ms, mfu 9.88%
iter 2490: loss 1.1966, time 37.28ms, mfu 9.89%
step 2500: train loss 1.1139, val loss 1.4531
saving checkpoint to perp
iter 2500: loss 1.2154, time 4952.31ms, mfu 8.91%
iter 2510: loss 1.2042, time 37.43ms, mfu 9.02%
iter 2520: loss 1.1998, time 37.28ms, mfu 9.11%
iter 2530: loss 1.1910, time 37.23ms, mfu 9.20%
iter 2540: loss 1.1969, time 37.30ms, mfu 9.28%
iter 2550: loss 1.2134, time 37.25ms, mfu 9.35%
iter 2560: loss 1.1984, time 37.12ms, mfu 9.42%
iter 2570: loss 1.2124, time 37.15ms, mfu 9.48%
iter 2580: loss 1.2120, time 37.27ms, mfu 9.53%
iter 2590: loss 1.2135, time 37.30ms, mfu 9.58%
iter 2600: loss 1.2034, time 37.28ms, mfu 9.62%
iter 2610: loss 1.1863, time 37.24ms, mfu 9.66%
iter 2620: loss 1.1796, time 37.39ms, mfu 9.69%
iter 2630: loss 1.1621, time 37.27ms, mfu 9.72%
iter 2640: loss 1.1880, time 37.14ms, mfu 9.75%
iter 2650: loss 1.2135, time 37.28ms, mfu 9.78%
iter 2660: loss 1.1883, time 37.18ms, mfu 9.80%
iter 2670: loss 1.1708, time 37.22ms, mfu 9.82%
iter 2680: loss 1.1912, time 37.13ms, mfu 9.84%
iter 2690: loss 1.1937, time 37.25ms, mfu 9.86%
iter 2700: loss 1.1669, time 37.34ms, mfu 9.87%
iter 2710: loss 1.1960, time 37.30ms, mfu 9.88%
iter 2720: loss 1.1875, time 37.43ms, mfu 9.89%
iter 2730: loss 1.2085, time 37.46ms, mfu 9.90%
iter 2740: loss 1.1681, time 37.29ms, mfu 9.91%
step 2750: train loss 1.0833, val loss 1.4471
saving checkpoint to perp
iter 2750: loss 1.1756, time 5033.34ms, mfu 8.92%
iter 2760: loss 1.1710, time 37.38ms, mfu 9.03%
iter 2770: loss 1.1628, time 37.39ms, mfu 9.12%
iter 2780: loss 1.1685, time 37.23ms, mfu 9.21%
iter 2790: loss 1.1910, time 37.39ms, mfu 9.29%
iter 2800: loss 1.1649, time 37.23ms, mfu 9.36%
iter 2810: loss 1.1934, time 37.29ms, mfu 9.42%
iter 2820: loss 1.1851, time 37.26ms, mfu 9.48%
iter 2830: loss 1.1830, time 38.83ms, mfu 9.49%
iter 2840: loss 1.1316, time 37.16ms, mfu 9.54%
iter 2850: loss 1.1797, time 38.90ms, mfu 9.55%
iter 2860: loss 1.1679, time 37.21ms, mfu 9.59%
iter 2870: loss 1.1707, time 37.31ms, mfu 9.63%
iter 2880: loss 1.1874, time 37.40ms, mfu 9.67%
iter 2890: loss 1.1642, time 37.45ms, mfu 9.69%
iter 2900: loss 1.1422, time 42.50ms, mfu 9.60%
iter 2910: loss 1.1943, time 37.29ms, mfu 9.64%
iter 2920: loss 1.1683, time 37.33ms, mfu 9.68%
iter 2930: loss 1.1534, time 37.26ms, mfu 9.71%
iter 2940: loss 1.1423, time 37.28ms, mfu 9.74%
iter 2950: loss 1.1664, time 37.35ms, mfu 9.76%
iter 2960: loss 1.1575, time 37.37ms, mfu 9.78%
iter 2970: loss 1.1409, time 37.53ms, mfu 9.80%
iter 2980: loss 1.1503, time 40.07ms, mfu 9.75%
iter 2990: loss 1.1435, time 37.37ms, mfu 9.77%
step 3000: train loss 1.0532, val loss 1.4409
saving checkpoint to perp
iter 3000: loss 1.1419, time 5056.26ms, mfu 8.80%
iter 3010: loss 1.1497, time 37.30ms, mfu 8.92%
iter 3020: loss 1.1588, time 37.54ms, mfu 9.02%
iter 3030: loss 1.1556, time 37.39ms, mfu 9.11%
iter 3040: loss 1.1827, time 37.33ms, mfu 9.20%
iter 3050: loss 1.1420, time 37.13ms, mfu 9.28%
iter 3060: loss 1.1587, time 37.29ms, mfu 9.36%
iter 3070: loss 1.1735, time 37.35ms, mfu 9.42%
iter 3080: loss 1.1650, time 37.14ms, mfu 9.48%
iter 3090: loss 1.1490, time 37.15ms, mfu 9.53%
iter 3100: loss 1.1545, time 37.29ms, mfu 9.58%
iter 3110: loss 1.1156, time 37.21ms, mfu 9.62%
iter 3120: loss 1.1539, time 37.13ms, mfu 9.66%
iter 3130: loss 1.1385, time 37.43ms, mfu 9.69%
iter 3140: loss 1.1438, time 37.13ms, mfu 9.73%
iter 3150: loss 1.1531, time 37.15ms, mfu 9.76%
iter 3160: loss 1.1924, time 37.13ms, mfu 9.79%
iter 3170: loss 1.1191, time 37.36ms, mfu 9.80%
iter 3180: loss 1.1213, time 37.13ms, mfu 9.83%
iter 3190: loss 1.1438, time 37.11ms, mfu 9.85%
iter 3200: loss 1.1181, time 37.18ms, mfu 9.87%
iter 3210: loss 1.1206, time 37.22ms, mfu 9.88%
iter 3220: loss 1.1163, time 37.29ms, mfu 9.89%
iter 3230: loss 1.1171, time 37.43ms, mfu 9.90%
iter 3240: loss 1.1119, time 37.16ms, mfu 9.91%
step 3250: train loss 1.0259, val loss 1.4590
iter 3250: loss 1.1317, time 4699.89ms, mfu 8.93%
iter 3260: loss 1.1371, time 37.26ms, mfu 9.04%
iter 3270: loss 1.1371, time 37.14ms, mfu 9.14%
iter 3280: loss 1.1114, time 37.04ms, mfu 9.23%
iter 3290: loss 1.1045, time 37.18ms, mfu 9.31%
iter 3300: loss 1.1060, time 37.20ms, mfu 9.38%
iter 3310: loss 1.1171, time 37.31ms, mfu 9.44%
iter 3320: loss 1.1298, time 37.23ms, mfu 9.50%
iter 3330: loss 1.1215, time 37.27ms, mfu 9.55%
iter 3340: loss 1.1238, time 37.26ms, mfu 9.59%
iter 3350: loss 1.1230, time 37.30ms, mfu 9.63%
iter 3360: loss 1.0965, time 37.09ms, mfu 9.67%
iter 3370: loss 1.1254, time 37.21ms, mfu 9.71%
iter 3380: loss 1.1011, time 37.09ms, mfu 9.74%
iter 3390: loss 1.1174, time 37.17ms, mfu 9.77%
iter 3400: loss 1.1223, time 37.19ms, mfu 9.79%
iter 3410: loss 1.1147, time 37.26ms, mfu 9.82%
iter 3420: loss 1.1222, time 37.22ms, mfu 9.83%
iter 3430: loss 1.1171, time 37.19ms, mfu 9.85%
iter 3440: loss 1.1488, time 37.20ms, mfu 9.87%
iter 3450: loss 1.1218, time 37.22ms, mfu 9.88%
iter 3460: loss 1.1204, time 37.23ms, mfu 9.90%
iter 3470: loss 1.1119, time 37.20ms, mfu 9.91%
iter 3480: loss 1.1217, time 37.20ms, mfu 9.92%
iter 3490: loss 1.0906, time 37.21ms, mfu 9.93%
step 3500: train loss 0.9932, val loss 1.4564
iter 3500: loss 1.0793, time 4671.92ms, mfu 8.94%
iter 3510: loss 1.0810, time 37.24ms, mfu 9.05%
iter 3520: loss 1.0926, time 37.21ms, mfu 9.15%
iter 3530: loss 1.1294, time 37.22ms, mfu 9.23%
iter 3540: loss 1.1034, time 37.21ms, mfu 9.31%
iter 3550: loss 1.1005, time 37.25ms, mfu 9.38%
iter 3560: loss 1.1189, time 37.20ms, mfu 9.44%
iter 3570: loss 1.1119, time 37.24ms, mfu 9.50%
iter 3580: loss 1.1054, time 37.23ms, mfu 9.55%
iter 3590: loss 1.1012, time 37.21ms, mfu 9.60%
iter 3600: loss 1.1014, time 37.25ms, mfu 9.64%
iter 3610: loss 1.0946, time 37.23ms, mfu 9.68%
iter 3620: loss 1.0814, time 37.22ms, mfu 9.71%
iter 3630: loss 1.0914, time 37.22ms, mfu 9.74%
iter 3640: loss 1.0782, time 37.25ms, mfu 9.77%
iter 3650: loss 1.0927, time 37.25ms, mfu 9.79%
iter 3660: loss 1.1101, time 37.24ms, mfu 9.81%
iter 3670: loss 1.1054, time 37.23ms, mfu 9.83%
iter 3680: loss 1.0793, time 37.24ms, mfu 9.85%
iter 3690: loss 1.1130, time 37.21ms, mfu 9.86%
iter 3700: loss 1.0442, time 37.21ms, mfu 9.88%
iter 3710: loss 1.0604, time 37.24ms, mfu 9.89%
iter 3720: loss 1.0878, time 37.25ms, mfu 9.90%
iter 3730: loss 1.0773, time 37.21ms, mfu 9.91%
iter 3740: loss 1.0847, time 37.23ms, mfu 9.92%
step 3750: train loss 0.9636, val loss 1.4615
iter 3750: loss 1.0700, time 4698.24ms, mfu 8.94%
iter 3760: loss 1.1081, time 37.30ms, mfu 9.04%
iter 3770: loss 1.1030, time 37.38ms, mfu 9.14%
iter 3780: loss 1.0975, time 37.32ms, mfu 9.22%
iter 3790: loss 1.0673, time 37.55ms, mfu 9.29%
iter 3800: loss 1.0885, time 37.28ms, mfu 9.36%
iter 3810: loss 1.0984, time 37.31ms, mfu 9.42%
iter 3820: loss 1.0589, time 37.29ms, mfu 9.48%
iter 3830: loss 1.0803, time 37.32ms, mfu 9.53%
iter 3840: loss 1.0607, time 37.25ms, mfu 9.58%
iter 3850: loss 1.0598, time 37.28ms, mfu 9.62%
iter 3860: loss 1.0503, time 37.29ms, mfu 9.66%
iter 3870: loss 1.0615, time 37.27ms, mfu 9.69%
iter 3880: loss 1.0687, time 37.32ms, mfu 9.72%
iter 3890: loss 1.0619, time 37.28ms, mfu 9.75%
iter 3900: loss 1.0758, time 37.17ms, mfu 9.78%
iter 3910: loss 1.0681, time 37.31ms, mfu 9.80%
iter 3920: loss 1.0449, time 37.11ms, mfu 9.82%
iter 3930: loss 1.0679, time 37.13ms, mfu 9.84%
iter 3940: loss 1.0525, time 37.48ms, mfu 9.85%
iter 3950: loss 1.0732, time 37.14ms, mfu 9.87%
iter 3960: loss 1.0896, time 37.28ms, mfu 9.88%
iter 3970: loss 1.0774, time 37.32ms, mfu 9.89%
iter 3980: loss 1.0827, time 37.42ms, mfu 9.90%
iter 3990: loss 1.0542, time 37.28ms, mfu 9.91%
step 4000: train loss 0.9376, val loss 1.4701
iter 4000: loss 1.0472, time 4672.51ms, mfu 8.93%
iter 4010: loss 1.0567, time 37.27ms, mfu 9.03%
iter 4020: loss 1.0743, time 37.22ms, mfu 9.13%
iter 4030: loss 1.0489, time 37.29ms, mfu 9.22%
iter 4040: loss 1.0665, time 37.28ms, mfu 9.30%
iter 4050: loss 1.0525, time 37.35ms, mfu 9.36%
iter 4060: loss 1.0440, time 37.26ms, mfu 9.43%
iter 4070: loss 1.0407, time 37.30ms, mfu 9.48%
iter 4080: loss 1.0642, time 37.36ms, mfu 9.53%
iter 4090: loss 1.0147, time 37.28ms, mfu 9.58%
iter 4100: loss 1.0821, time 37.49ms, mfu 9.61%
iter 4110: loss 1.0678, time 37.57ms, mfu 9.65%
iter 4120: loss 1.0477, time 37.47ms, mfu 9.67%
iter 4130: loss 1.0326, time 37.13ms, mfu 9.71%
iter 4140: loss 1.0520, time 37.25ms, mfu 9.74%
iter 4150: loss 1.0530, time 37.37ms, mfu 9.76%
iter 4160: loss 1.0457, time 37.25ms, mfu 9.79%
iter 4170: loss 1.0523, time 37.26ms, mfu 9.81%
iter 4180: loss 1.0506, time 37.30ms, mfu 9.83%
