
step 0: train loss 4.2874, val loss 4.2823
iter 350: loss 2.0630, time 37.20ms, mfu 9.67%
iter 360: loss 2.0075, time 37.24ms, mfu 9.70%
iter 370: loss 1.9800, time 37.04ms, mfu 9.74%
iter 380: loss 1.9669, time 37.12ms, mfu 9.77%
iter 390: loss 1.9728, time 36.99ms, mfu 9.80%
iter 400: loss 1.9778, time 37.09ms, mfu 9.82%
iter 410: loss 1.9200, time 37.10ms, mfu 9.85%
iter 420: loss 1.9281, time 37.22ms, mfu 9.86%
iter 430: loss 1.9161, time 37.16ms, mfu 9.88%
iter 440: loss 1.8646, time 37.15ms, mfu 9.89%
iter 450: loss 1.8685, time 37.11ms, mfu 9.91%
iter 460: loss 1.8090, time 37.08ms, mfu 9.92%
iter 470: loss 1.8656, time 37.18ms, mfu 9.93%
iter 480: loss 1.8279, time 37.15ms, mfu 9.94%
iter 490: loss 1.8164, time 37.39ms, mfu 9.95%
step 500: train loss 1.7060, val loss 1.8742
saving checkpoint to perp
iter 500: loss 1.8099, time 4962.21ms, mfu 8.96%
iter 510: loss 1.8116, time 37.22ms, mfu 9.06%
iter 520: loss 1.7909, time 37.19ms, mfu 9.16%
iter 530: loss 1.7677, time 37.18ms, mfu 9.25%
iter 540: loss 1.8106, time 37.05ms, mfu 9.33%
iter 550: loss 1.7633, time 37.11ms, mfu 9.40%
iter 560: loss 1.7596, time 37.14ms, mfu 9.46%
iter 570: loss 1.7633, time 37.23ms, mfu 9.52%
iter 580: loss 1.7467, time 37.17ms, mfu 9.57%
iter 590: loss 1.7030, time 37.21ms, mfu 9.61%
iter 600: loss 1.7228, time 37.20ms, mfu 9.65%
iter 610: loss 1.7425, time 37.19ms, mfu 9.69%
iter 620: loss 1.7207, time 37.23ms, mfu 9.72%
iter 630: loss 1.7116, time 38.91ms, mfu 9.71%
iter 640: loss 1.6652, time 37.11ms, mfu 9.74%
iter 650: loss 1.6930, time 37.13ms, mfu 9.77%
iter 660: loss 1.6979, time 36.91ms, mfu 9.80%
iter 670: loss 1.6413, time 37.14ms, mfu 9.82%
iter 680: loss 1.7041, time 39.13ms, mfu 9.79%
iter 690: loss 1.6658, time 37.10ms, mfu 9.82%
iter 700: loss 1.6745, time 37.08ms, mfu 9.84%
iter 710: loss 1.6479, time 37.08ms, mfu 9.86%
iter 720: loss 1.6352, time 37.10ms, mfu 9.88%
iter 730: loss 1.6234, time 37.38ms, mfu 9.89%
iter 740: loss 1.6057, time 38.04ms, mfu 9.88%
step 750: train loss 1.5241, val loss 1.7228
saving checkpoint to perp
iter 750: loss 1.6117, time 4962.37ms, mfu 8.90%
iter 760: loss 1.6230, time 37.10ms, mfu 9.01%
iter 770: loss 1.6151, time 37.24ms, mfu 9.11%
iter 780: loss 1.6081, time 37.32ms, mfu 9.20%
iter 790: loss 1.6015, time 37.19ms, mfu 9.28%
iter 800: loss 1.6137, time 37.18ms, mfu 9.36%
iter 810: loss 1.5878, time 37.30ms, mfu 9.42%
iter 820: loss 1.5850, time 37.24ms, mfu 9.48%
iter 830: loss 1.5836, time 37.11ms, mfu 9.53%
iter 840: loss 1.5800, time 36.96ms, mfu 9.59%
iter 850: loss 1.5711, time 37.27ms, mfu 9.63%
iter 860: loss 1.5762, time 37.10ms, mfu 9.67%
iter 870: loss 1.5743, time 37.13ms, mfu 9.71%
iter 880: loss 1.5564, time 37.11ms, mfu 9.74%
iter 890: loss 1.5704, time 37.12ms, mfu 9.77%
iter 900: loss 1.5527, time 37.06ms, mfu 9.80%
iter 910: loss 1.5007, time 37.12ms, mfu 9.82%
iter 920: loss 1.5471, time 37.37ms, mfu 9.84%
iter 930: loss 1.5368, time 37.01ms, mfu 9.86%
iter 940: loss 1.5179, time 37.31ms, mfu 9.87%
iter 950: loss 1.5338, time 37.00ms, mfu 9.89%
iter 960: loss 1.5431, time 37.36ms, mfu 9.90%
iter 970: loss 1.5454, time 37.11ms, mfu 9.92%
iter 980: loss 1.5257, time 37.18ms, mfu 9.93%
iter 990: loss 1.5238, time 37.10ms, mfu 9.94%
step 1000: train loss 1.4225, val loss 1.6193
saving checkpoint to perp
iter 1000: loss 1.5062, time 4962.79ms, mfu 8.95%
iter 1010: loss 1.5104, time 37.19ms, mfu 9.06%
iter 1020: loss 1.4898, time 36.95ms, mfu 9.16%
iter 1030: loss 1.5151, time 37.15ms, mfu 9.25%
iter 1040: loss 1.5420, time 37.00ms, mfu 9.33%
iter 1050: loss 1.4624, time 37.34ms, mfu 9.39%
iter 1060: loss 1.5249, time 37.13ms, mfu 9.46%
iter 1070: loss 1.5082, time 37.05ms, mfu 9.52%
iter 1080: loss 1.5191, time 37.44ms, mfu 9.56%
iter 1090: loss 1.5254, time 37.31ms, mfu 9.60%
iter 1100: loss 1.4894, time 37.40ms, mfu 9.64%
iter 1110: loss 1.4700, time 37.43ms, mfu 9.67%
iter 1120: loss 1.4709, time 37.10ms, mfu 9.71%
iter 1130: loss 1.4738, time 37.30ms, mfu 9.74%
iter 1140: loss 1.4748, time 37.37ms, mfu 9.76%
iter 1150: loss 1.4867, time 37.25ms, mfu 9.79%
iter 1160: loss 1.5078, time 37.10ms, mfu 9.81%
iter 1170: loss 1.4732, time 37.03ms, mfu 9.84%
iter 1180: loss 1.4895, time 37.14ms, mfu 9.86%
iter 1190: loss 1.4536, time 37.26ms, mfu 9.87%
iter 1200: loss 1.4594, time 37.10ms, mfu 9.89%
iter 1210: loss 1.4511, time 37.14ms, mfu 9.90%
iter 1220: loss 1.4820, time 37.06ms, mfu 9.92%
iter 1230: loss 1.4833, time 37.28ms, mfu 9.93%
iter 1240: loss 1.4677, time 37.09ms, mfu 9.94%
step 1250: train loss 1.3576, val loss 1.5677
saving checkpoint to perp
iter 1250: loss 1.4457, time 4951.87ms, mfu 8.95%
iter 1260: loss 1.4556, time 37.40ms, mfu 9.05%
iter 1270: loss 1.4454, time 37.16ms, mfu 9.15%
iter 1280: loss 1.4279, time 37.37ms, mfu 9.23%
iter 1290: loss 1.4637, time 37.24ms, mfu 9.31%
iter 1300: loss 1.4826, time 37.31ms, mfu 9.38%
iter 1310: loss 1.4065, time 37.14ms, mfu 9.44%
iter 1320: loss 1.4800, time 37.35ms, mfu 9.50%
iter 1330: loss 1.4383, time 37.39ms, mfu 9.54%
iter 1340: loss 1.4680, time 37.30ms, mfu 9.59%
iter 1350: loss 1.4280, time 37.08ms, mfu 9.63%
iter 1360: loss 1.4565, time 36.99ms, mfu 9.68%
iter 1370: loss 1.4351, time 37.15ms, mfu 9.71%
iter 1380: loss 1.4388, time 37.43ms, mfu 9.74%
iter 1390: loss 1.4397, time 37.52ms, mfu 9.76%
iter 1400: loss 1.4386, time 37.07ms, mfu 9.79%
iter 1410: loss 1.4217, time 37.29ms, mfu 9.81%
iter 1420: loss 1.4429, time 37.13ms, mfu 9.83%
iter 1430: loss 1.4202, time 37.53ms, mfu 9.84%
iter 1440: loss 1.4332, time 37.12ms, mfu 9.86%
iter 1450: loss 1.4034, time 37.16ms, mfu 9.88%
iter 1460: loss 1.4213, time 37.11ms, mfu 9.89%
iter 1470: loss 1.3942, time 37.40ms, mfu 9.90%
iter 1480: loss 1.3973, time 37.08ms, mfu 9.91%
iter 1490: loss 1.4162, time 37.38ms, mfu 9.92%
step 1500: train loss 1.3170, val loss 1.5361
saving checkpoint to perp
iter 1500: loss 1.3667, time 4988.01ms, mfu 8.94%
iter 1510: loss 1.4217, time 37.22ms, mfu 9.04%
iter 1520: loss 1.4079, time 37.31ms, mfu 9.14%
iter 1530: loss 1.4409, time 37.27ms, mfu 9.22%
iter 1540: loss 1.3677, time 37.26ms, mfu 9.30%
iter 1550: loss 1.4126, time 37.18ms, mfu 9.37%
iter 1560: loss 1.3919, time 37.27ms, mfu 9.44%
iter 1570: loss 1.4190, time 37.38ms, mfu 9.49%
iter 1580: loss 1.3964, time 37.34ms, mfu 9.54%
iter 1590: loss 1.3809, time 37.23ms, mfu 9.59%
iter 1600: loss 1.3730, time 37.24ms, mfu 9.63%
iter 1610: loss 1.4117, time 37.18ms, mfu 9.67%
iter 1620: loss 1.3681, time 37.27ms, mfu 9.70%
iter 1630: loss 1.3999, time 37.30ms, mfu 9.73%
iter 1640: loss 1.3871, time 37.21ms, mfu 9.76%
iter 1650: loss 1.3604, time 37.29ms, mfu 9.78%
iter 1660: loss 1.4056, time 37.29ms, mfu 9.80%
iter 1670: loss 1.3856, time 37.32ms, mfu 9.82%
iter 1680: loss 1.3902, time 37.25ms, mfu 9.84%
iter 1690: loss 1.3948, time 37.19ms, mfu 9.86%
iter 1700: loss 1.3761, time 37.23ms, mfu 9.87%
iter 1710: loss 1.3653, time 37.29ms, mfu 9.88%
iter 1720: loss 1.3774, time 37.38ms, mfu 9.89%
iter 1730: loss 1.3873, time 39.93ms, mfu 9.84%
iter 1740: loss 1.3555, time 39.96ms, mfu 9.79%
step 1750: train loss 1.2819, val loss 1.5100
saving checkpoint to perp
iter 1750: loss 1.3811, time 5054.54ms, mfu 8.81%
iter 1760: loss 1.3876, time 37.22ms, mfu 8.93%
iter 1770: loss 1.3815, time 37.35ms, mfu 9.04%
iter 1780: loss 1.3841, time 37.30ms, mfu 9.13%
iter 1790: loss 1.3866, time 37.27ms, mfu 9.22%
iter 1800: loss 1.3714, time 37.36ms, mfu 9.30%
iter 1810: loss 1.3471, time 37.14ms, mfu 9.37%
iter 1820: loss 1.3607, time 37.10ms, mfu 9.44%
iter 1830: loss 1.3558, time 37.17ms, mfu 9.50%
iter 1840: loss 1.3501, time 37.56ms, mfu 9.54%
iter 1850: loss 1.3556, time 37.17ms, mfu 9.59%
iter 1860: loss 1.3720, time 37.48ms, mfu 9.62%
iter 1870: loss 1.3334, time 37.28ms, mfu 9.66%
iter 1880: loss 1.3621, time 37.58ms, mfu 9.69%
iter 1890: loss 1.3749, time 37.28ms, mfu 9.72%
iter 1900: loss 1.3349, time 37.30ms, mfu 9.74%
iter 1910: loss 1.3681, time 37.25ms, mfu 9.77%
iter 1920: loss 1.3737, time 37.25ms, mfu 9.79%
iter 1930: loss 1.3452, time 37.37ms, mfu 9.81%
iter 1940: loss 1.3336, time 37.45ms, mfu 9.82%
iter 1950: loss 1.3293, time 37.34ms, mfu 9.84%
iter 1960: loss 1.3554, time 37.17ms, mfu 9.86%
iter 1970: loss 1.3351, time 37.28ms, mfu 9.87%
iter 1980: loss 1.3589, time 37.30ms, mfu 9.88%
iter 1990: loss 1.3414, time 37.24ms, mfu 9.90%
step 2000: train loss 1.2587, val loss 1.4969
saving checkpoint to perp
iter 2000: loss 1.3464, time 4947.11ms, mfu 8.91%
iter 2010: loss 1.3373, time 37.18ms, mfu 9.02%
iter 2020: loss 1.3310, time 37.31ms, mfu 9.12%
iter 2030: loss 1.3577, time 37.29ms, mfu 9.21%
iter 2040: loss 1.3426, time 37.39ms, mfu 9.28%
iter 2050: loss 1.3084, time 37.54ms, mfu 9.35%
iter 2060: loss 1.3053, time 37.15ms, mfu 9.42%
iter 2070: loss 1.3242, time 37.45ms, mfu 9.47%
iter 2080: loss 1.3058, time 37.31ms, mfu 9.52%
iter 2090: loss 1.3519, time 37.19ms, mfu 9.57%
iter 2100: loss 1.3312, time 37.42ms, mfu 9.61%
iter 2110: loss 1.3234, time 37.42ms, mfu 9.64%
iter 2120: loss 1.3303, time 37.26ms, mfu 9.68%
iter 2130: loss 1.3381, time 37.38ms, mfu 9.71%
iter 2140: loss 1.3464, time 37.14ms, mfu 9.74%
iter 2150: loss 1.3316, time 37.51ms, mfu 9.76%
iter 2160: loss 1.3687, time 37.45ms, mfu 9.78%
iter 2170: loss 1.3400, time 37.19ms, mfu 9.80%
iter 2180: loss 1.3291, time 37.58ms, mfu 9.81%
iter 2190: loss 1.3152, time 37.44ms, mfu 9.83%
iter 2200: loss 1.3453, time 37.35ms, mfu 9.84%
iter 2210: loss 1.3149, time 37.45ms, mfu 9.85%
iter 2220: loss 1.3193, time 37.13ms, mfu 9.87%
iter 2230: loss 1.3183, time 37.42ms, mfu 9.88%
iter 2240: loss 1.3525, time 37.27ms, mfu 9.89%
step 2250: train loss 1.2293, val loss 1.4703
saving checkpoint to perp
iter 2250: loss 1.3216, time 4963.26ms, mfu 8.91%
iter 2260: loss 1.3137, time 37.41ms, mfu 9.02%
iter 2270: loss 1.3628, time 37.27ms, mfu 9.11%
iter 2280: loss 1.3023, time 37.32ms, mfu 9.20%
iter 2290: loss 1.3507, time 37.42ms, mfu 9.28%
iter 2300: loss 1.3400, time 37.27ms, mfu 9.35%
iter 2310: loss 1.3150, time 37.22ms, mfu 9.42%
iter 2320: loss 1.3171, time 37.26ms, mfu 9.47%
iter 2330: loss 1.3122, time 37.26ms, mfu 9.53%
iter 2340: loss 1.3322, time 37.48ms, mfu 9.57%
iter 2350: loss 1.3222, time 37.32ms, mfu 9.61%
iter 2360: loss 1.3183, time 37.30ms, mfu 9.65%
iter 2370: loss 1.3159, time 37.35ms, mfu 9.68%
iter 2380: loss 1.2991, time 37.36ms, mfu 9.71%
iter 2390: loss 1.2889, time 37.41ms, mfu 9.74%
iter 2400: loss 1.3095, time 37.40ms, mfu 9.76%
iter 2410: loss 1.2923, time 37.26ms, mfu 9.78%
iter 2420: loss 1.3014, time 37.20ms, mfu 9.81%
iter 2430: loss 1.2787, time 37.33ms, mfu 9.82%
iter 2440: loss 1.2816, time 37.32ms, mfu 9.84%
iter 2450: loss 1.2924, time 37.39ms, mfu 9.85%
iter 2460: loss 1.3061, time 37.25ms, mfu 9.87%
iter 2470: loss 1.3053, time 37.36ms, mfu 9.88%
iter 2480: loss 1.3202, time 37.35ms, mfu 9.89%
iter 2490: loss 1.2813, time 37.30ms, mfu 9.90%
step 2500: train loss 1.2088, val loss 1.4747
iter 2500: loss 1.3070, time 4814.42ms, mfu 8.92%
iter 2510: loss 1.3005, time 40.88ms, mfu 8.94%
iter 2520: loss 1.3033, time 42.55ms, mfu 8.92%
iter 2530: loss 1.2759, time 41.90ms, mfu 8.92%
iter 2540: loss 1.2770, time 42.22ms, mfu 8.91%
iter 2550: loss 1.2993, time 37.20ms, mfu 9.02%
iter 2560: loss 1.2765, time 37.27ms, mfu 9.12%
iter 2570: loss 1.3047, time 37.43ms, mfu 9.20%
iter 2580: loss 1.3122, time 37.38ms, mfu 9.28%
iter 2590: loss 1.3028, time 37.28ms, mfu 9.35%
iter 2600: loss 1.2888, time 37.29ms, mfu 9.41%
iter 2610: loss 1.2771, time 37.39ms, mfu 9.47%
iter 2620: loss 1.2703, time 37.21ms, mfu 9.52%
iter 2630: loss 1.2483, time 37.29ms, mfu 9.57%
iter 2640: loss 1.2775, time 37.37ms, mfu 9.61%
iter 2650: loss 1.3091, time 37.14ms, mfu 9.65%
iter 2660: loss 1.2875, time 37.29ms, mfu 9.69%
iter 2670: loss 1.2636, time 37.27ms, mfu 9.72%
iter 2680: loss 1.2864, time 37.30ms, mfu 9.74%
iter 2690: loss 1.2800, time 37.36ms, mfu 9.77%
iter 2700: loss 1.2628, time 37.35ms, mfu 9.79%
iter 2710: loss 1.2892, time 37.65ms, mfu 9.80%
iter 2720: loss 1.2803, time 37.15ms, mfu 9.82%
iter 2730: loss 1.2979, time 37.27ms, mfu 9.84%
iter 2740: loss 1.2590, time 37.25ms, mfu 9.86%
step 2750: train loss 1.1907, val loss 1.4703
saving checkpoint to perp
iter 2750: loss 1.2729, time 4955.47ms, mfu 8.88%
iter 2760: loss 1.2619, time 37.43ms, mfu 8.99%
iter 2770: loss 1.2560, time 37.41ms, mfu 9.08%
iter 2780: loss 1.2608, time 37.57ms, mfu 9.17%
iter 2790: loss 1.2722, time 37.25ms, mfu 9.25%
iter 2800: loss 1.2634, time 37.41ms, mfu 9.32%
iter 2810: loss 1.2865, time 37.33ms, mfu 9.39%
iter 2820: loss 1.2886, time 37.29ms, mfu 9.45%
iter 2830: loss 1.2710, time 37.28ms, mfu 9.50%
iter 2840: loss 1.2227, time 37.63ms, mfu 9.54%
iter 2850: loss 1.2731, time 37.52ms, mfu 9.58%
iter 2860: loss 1.2641, time 37.34ms, mfu 9.62%
iter 2870: loss 1.2648, time 39.93ms, mfu 9.59%
iter 2880: loss 1.2914, time 37.35ms, mfu 9.63%
iter 2890: loss 1.2496, time 37.35ms, mfu 9.67%
iter 2900: loss 1.2455, time 37.32ms, mfu 9.70%
iter 2910: loss 1.2923, time 37.45ms, mfu 9.72%
iter 2920: loss 1.2711, time 37.49ms, mfu 9.74%
iter 2930: loss 1.2543, time 37.15ms, mfu 9.77%
iter 2940: loss 1.2434, time 37.39ms, mfu 9.79%
iter 2950: loss 1.2718, time 37.42ms, mfu 9.81%
iter 2960: loss 1.2589, time 37.27ms, mfu 9.83%
iter 2970: loss 1.2352, time 37.47ms, mfu 9.84%
iter 2980: loss 1.2363, time 37.49ms, mfu 9.85%
iter 2990: loss 1.2416, time 37.46ms, mfu 9.86%
step 3000: train loss 1.1619, val loss 1.4412
saving checkpoint to perp
iter 3000: loss 1.2290, time 5173.02ms, mfu 8.88%
iter 3010: loss 1.2523, time 38.82ms, mfu 8.95%
iter 3020: loss 1.2584, time 38.21ms, mfu 9.03%
iter 3030: loss 1.2562, time 37.38ms, mfu 9.13%
iter 3040: loss 1.2921, time 37.37ms, mfu 9.21%
iter 3050: loss 1.2387, time 37.34ms, mfu 9.29%
iter 3060: loss 1.2448, time 37.41ms, mfu 9.35%
iter 3070: loss 1.2640, time 39.15ms, mfu 9.37%
iter 3080: loss 1.2606, time 37.34ms, mfu 9.43%
iter 3090: loss 1.2508, time 41.34ms, mfu 9.39%
iter 3100: loss 1.2629, time 44.02ms, mfu 9.30%
iter 3110: loss 1.2166, time 42.43ms, mfu 9.25%
iter 3120: loss 1.2540, time 43.11ms, mfu 9.19%
iter 3130: loss 1.2480, time 43.11ms, mfu 9.13%
iter 3140: loss 1.2471, time 42.21ms, mfu 9.10%
iter 3150: loss 1.2678, time 41.03ms, mfu 9.10%
iter 3160: loss 1.2951, time 43.30ms, mfu 9.05%
iter 3170: loss 1.2192, time 39.88ms, mfu 9.08%
iter 3180: loss 1.2195, time 37.38ms, mfu 9.17%
iter 3190: loss 1.2431, time 37.40ms, mfu 9.25%
iter 3200: loss 1.2267, time 37.45ms, mfu 9.32%
iter 3210: loss 1.2196, time 37.33ms, mfu 9.38%
iter 3220: loss 1.2156, time 37.38ms, mfu 9.44%
iter 3230: loss 1.2241, time 37.34ms, mfu 9.50%
iter 3240: loss 1.2143, time 37.30ms, mfu 9.55%
step 3250: train loss 1.1442, val loss 1.4474
iter 3250: loss 1.2410, time 4928.20ms, mfu 8.60%
iter 3260: loss 1.2298, time 37.56ms, mfu 8.73%
iter 3270: loss 1.2384, time 37.32ms, mfu 8.86%
iter 3280: loss 1.2090, time 37.46ms, mfu 8.97%
iter 3290: loss 1.2065, time 37.35ms, mfu 9.07%
iter 3300: loss 1.2089, time 37.41ms, mfu 9.16%
iter 3310: loss 1.2186, time 37.42ms, mfu 9.24%
iter 3320: loss 1.2348, time 37.34ms, mfu 9.31%
iter 3330: loss 1.2163, time 37.29ms, mfu 9.38%
iter 3340: loss 1.2317, time 39.83ms, mfu 9.38%
iter 3350: loss 1.2303, time 42.25ms, mfu 9.32%
iter 3360: loss 1.1955, time 42.26ms, mfu 9.27%
iter 3370: loss 1.2356, time 41.85ms, mfu 9.23%
iter 3380: loss 1.2100, time 41.72ms, mfu 9.20%
iter 3390: loss 1.2254, time 42.61ms, mfu 9.16%
iter 3400: loss 1.2160, time 42.39ms, mfu 9.12%
iter 3410: loss 1.2177, time 42.08ms, mfu 9.09%
iter 3420: loss 1.2363, time 43.02ms, mfu 9.05%
iter 3430: loss 1.2303, time 37.37ms, mfu 9.14%
iter 3440: loss 1.2498, time 37.29ms, mfu 9.23%
iter 3450: loss 1.2284, time 37.31ms, mfu 9.30%
iter 3460: loss 1.2186, time 37.32ms, mfu 9.37%
iter 3470: loss 1.2073, time 37.54ms, mfu 9.43%
iter 3480: loss 1.2310, time 37.34ms, mfu 9.48%
iter 3490: loss 1.2065, time 37.35ms, mfu 9.53%
step 3500: train loss 1.1180, val loss 1.4268
saving checkpoint to perp
iter 3500: loss 1.1873, time 5181.69ms, mfu 8.59%
iter 3510: loss 1.1820, time 39.68ms, mfu 8.67%
iter 3520: loss 1.2095, time 37.42ms, mfu 8.80%
iter 3530: loss 1.2296, time 37.35ms, mfu 8.91%
iter 3540: loss 1.2105, time 37.35ms, mfu 9.02%
iter 3550: loss 1.2075, time 37.33ms, mfu 9.12%
iter 3560: loss 1.2290, time 37.65ms, mfu 9.19%
iter 3570: loss 1.2228, time 40.04ms, mfu 9.21%
iter 3580: loss 1.2198, time 37.62ms, mfu 9.28%
iter 3590: loss 1.1990, time 37.21ms, mfu 9.35%
iter 3600: loss 1.2082, time 37.26ms, mfu 9.41%
iter 3610: loss 1.2176, time 40.23ms, mfu 9.40%
iter 3620: loss 1.1925, time 37.69ms, mfu 9.45%
iter 3630: loss 1.1955, time 43.13ms, mfu 9.37%
iter 3640: loss 1.1865, time 40.45ms, mfu 9.35%
iter 3650: loss 1.2025, time 41.11ms, mfu 9.32%
iter 3660: loss 1.2213, time 43.26ms, mfu 9.25%
iter 3670: loss 1.2111, time 42.91ms, mfu 9.19%
iter 3680: loss 1.1829, time 41.88ms, mfu 9.17%
iter 3690: loss 1.2224, time 42.26ms, mfu 9.13%
iter 3700: loss 1.1658, time 41.89ms, mfu 9.11%
iter 3710: loss 1.1727, time 37.35ms, mfu 9.19%
iter 3720: loss 1.2026, time 37.32ms, mfu 9.27%
iter 3730: loss 1.1861, time 37.27ms, mfu 9.35%
iter 3740: loss 1.1991, time 37.30ms, mfu 9.41%
step 3750: train loss 1.0965, val loss 1.4259
saving checkpoint to perp
iter 3750: loss 1.1785, time 5198.08ms, mfu 8.48%
iter 3760: loss 1.2224, time 37.54ms, mfu 8.62%
iter 3770: loss 1.2193, time 37.44ms, mfu 8.75%
iter 3780: loss 1.2098, time 37.29ms, mfu 8.88%
iter 3790: loss 1.1737, time 37.44ms, mfu 8.99%
iter 3800: loss 1.1976, time 37.21ms, mfu 9.09%
iter 3810: loss 1.2081, time 37.37ms, mfu 9.18%
iter 3820: loss 1.1779, time 37.15ms, mfu 9.26%
iter 3830: loss 1.1956, time 37.28ms, mfu 9.34%
iter 3840: loss 1.1711, time 37.29ms, mfu 9.40%
iter 3850: loss 1.1617, time 37.30ms, mfu 9.46%
iter 3860: loss 1.1592, time 40.09ms, mfu 9.44%
iter 3870: loss 1.1837, time 42.34ms, mfu 9.38%
iter 3880: loss 1.1720, time 42.30ms, mfu 9.32%
iter 3890: loss 1.1797, time 39.07ms, mfu 9.34%
iter 3900: loss 1.1969, time 42.40ms, mfu 9.29%
iter 3910: loss 1.1789, time 41.89ms, mfu 9.25%
iter 3920: loss 1.1524, time 42.51ms, mfu 9.20%
iter 3930: loss 1.1824, time 43.91ms, mfu 9.13%
iter 3940: loss 1.1679, time 37.03ms, mfu 9.22%
iter 3950: loss 1.1959, time 37.32ms, mfu 9.30%
iter 3960: loss 1.2062, time 37.31ms, mfu 9.37%
iter 3970: loss 1.1991, time 37.29ms, mfu 9.43%
iter 3980: loss 1.1933, time 37.51ms, mfu 9.48%
iter 3990: loss 1.1660, time 37.31ms, mfu 9.53%
step 4000: train loss 1.0752, val loss 1.4234
saving checkpoint to perp
iter 4000: loss 1.1610, time 5163.08ms, mfu 8.59%
iter 4010: loss 1.1718, time 37.43ms, mfu 8.72%
iter 4020: loss 1.1948, time 37.37ms, mfu 8.85%
iter 4030: loss 1.1612, time 37.52ms, mfu 8.96%
iter 4040: loss 1.1733, time 37.37ms, mfu 9.06%
iter 4050: loss 1.1721, time 37.35ms, mfu 9.15%
iter 4060: loss 1.1537, time 37.39ms, mfu 9.23%
iter 4070: loss 1.1453, time 37.32ms, mfu 9.31%
iter 4080: loss 1.1797, time 37.20ms, mfu 9.38%
iter 4090: loss 1.1298, time 42.93ms, mfu 9.31%
iter 4100: loss 1.1928, time 43.24ms, mfu 9.24%
iter 4110: loss 1.1700, time 41.57ms, mfu 9.21%
iter 4120: loss 1.1634, time 42.75ms, mfu 9.16%
iter 4130: loss 1.1551, time 42.96ms, mfu 9.11%
iter 4140: loss 1.1676, time 40.44ms, mfu 9.12%
iter 4150: loss 1.1674, time 42.15ms, mfu 9.09%
iter 4160: loss 1.1561, time 43.00ms, mfu 9.05%
iter 4170: loss 1.1649, time 43.16ms, mfu 9.01%
