
step 0: train loss 7.2224, val loss 7.2210
iter 2400: loss 1.2853, time 53.88ms, mfu 7.23%
iter 2410: loss 1.3110, time 52.60ms, mfu 7.24%
iter 2420: loss 1.3765, time 53.32ms, mfu 7.24%
iter 2430: loss 1.3024, time 45.44ms, mfu 7.36%
iter 2440: loss 1.3327, time 46.76ms, mfu 7.45%
iter 2450: loss 1.2702, time 48.88ms, mfu 7.50%
iter 2460: loss 1.2541, time 50.66ms, mfu 7.51%
iter 2470: loss 1.2623, time 51.39ms, mfu 7.51%
iter 2480: loss 1.2623, time 56.40ms, mfu 7.45%
iter 2490: loss 1.3307, time 51.29ms, mfu 7.45%
step 2500: train loss 1.2626, val loss 1.4354
saving checkpoint to perliment_out2
iter 2500: loss 1.3473, time 5848.56ms, mfu 6.71%
iter 2510: loss 1.2652, time 50.46ms, mfu 6.81%
iter 2520: loss 1.2560, time 52.69ms, mfu 6.86%
iter 2530: loss 1.3567, time 51.36ms, mfu 6.93%
iter 2540: loss 1.2208, time 54.84ms, mfu 6.94%
iter 2550: loss 1.3491, time 55.01ms, mfu 6.95%
iter 2560: loss 1.3220, time 51.36ms, mfu 7.00%
iter 2570: loss 1.3166, time 44.21ms, mfu 7.18%
iter 2580: loss 1.3358, time 48.07ms, mfu 7.26%
iter 2590: loss 1.3533, time 45.24ms, mfu 7.39%
iter 2600: loss 1.3817, time 52.10ms, mfu 7.39%
iter 2610: loss 1.3163, time 53.80ms, mfu 7.37%
iter 2620: loss 1.2898, time 54.56ms, mfu 7.34%
iter 2630: loss 1.3178, time 53.28ms, mfu 7.33%
iter 2640: loss 1.3025, time 50.17ms, mfu 7.37%
iter 2650: loss 1.2193, time 44.97ms, mfu 7.49%
iter 2660: loss 1.2856, time 54.50ms, mfu 7.45%
iter 2670: loss 1.2697, time 57.79ms, mfu 7.37%
iter 2680: loss 1.3795, time 57.02ms, mfu 7.31%
iter 2690: loss 1.3143, time 44.07ms, mfu 7.46%
iter 2700: loss 1.2300, time 49.52ms, mfu 7.49%
iter 2710: loss 1.2840, time 51.09ms, mfu 7.50%
iter 2720: loss 1.2783, time 54.58ms, mfu 7.46%
iter 2730: loss 1.2868, time 49.73ms, mfu 7.49%
iter 2740: loss 1.2908, time 52.90ms, mfu 7.47%
step 2750: train loss 1.2431, val loss 1.4178
saving checkpoint to perliment_out2
iter 2750: loss 1.3519, time 5878.93ms, mfu 6.73%
iter 2760: loss 1.2726, time 47.65ms, mfu 6.87%
iter 2770: loss 1.2760, time 49.53ms, mfu 6.96%
iter 2780: loss 1.3517, time 47.04ms, mfu 7.08%
iter 2790: loss 1.3398, time 44.29ms, mfu 7.25%
iter 2800: loss 1.2838, time 52.16ms, mfu 7.26%
iter 2810: loss 1.2428, time 53.83ms, mfu 7.25%
iter 2820: loss 1.2942, time 53.93ms, mfu 7.25%
iter 2830: loss 1.2362, time 52.40ms, mfu 7.26%
iter 2840: loss 1.2781, time 50.53ms, mfu 7.30%
iter 2850: loss 1.3285, time 47.96ms, mfu 7.37%
iter 2860: loss 1.3225, time 44.84ms, mfu 7.50%
iter 2870: loss 1.2579, time 51.88ms, mfu 7.49%
iter 2880: loss 1.2810, time 51.11ms, mfu 7.50%
iter 2890: loss 1.2436, time 51.10ms, mfu 7.50%
iter 2900: loss 1.2979, time 49.21ms, mfu 7.54%
iter 2910: loss 1.2925, time 50.37ms, mfu 7.55%
iter 2920: loss 1.2654, time 44.02ms, mfu 7.67%
iter 2930: loss 1.2675, time 53.66ms, mfu 7.63%
iter 2940: loss 1.2533, time 54.20ms, mfu 7.58%
iter 2950: loss 1.3004, time 52.87ms, mfu 7.55%
iter 2960: loss 1.2278, time 45.36ms, mfu 7.65%
iter 2970: loss 1.2797, time 45.56ms, mfu 7.73%
iter 2980: loss 1.2781, time 52.67ms, mfu 7.69%
iter 2990: loss 1.1848, time 51.09ms, mfu 7.68%
step 3000: train loss 1.2374, val loss 1.4057
saving checkpoint to perliment_out2
iter 3000: loss 1.2328, time 5889.58ms, mfu 6.92%
iter 3010: loss 1.2871, time 46.78ms, mfu 7.05%
iter 3020: loss 1.3193, time 53.27ms, mfu 7.07%
iter 3030: loss 1.2892, time 54.83ms, mfu 7.07%
iter 3040: loss 1.3258, time 55.15ms, mfu 7.06%
iter 3050: loss 1.3752, time 53.04ms, mfu 7.08%
iter 3060: loss 1.2238, time 51.85ms, mfu 7.12%
iter 3070: loss 1.2437, time 52.43ms, mfu 7.14%
iter 3080: loss 1.2648, time 54.19ms, mfu 7.14%
iter 3090: loss 1.2700, time 55.13ms, mfu 7.13%
iter 3100: loss 1.3403, time 51.39ms, mfu 7.17%
iter 3110: loss 1.3124, time 55.16ms, mfu 7.15%
iter 3120: loss 1.3184, time 53.68ms, mfu 7.16%
iter 3130: loss 1.2981, time 53.88ms, mfu 7.16%
iter 3140: loss 1.2909, time 54.12ms, mfu 7.15%
iter 3150: loss 1.2483, time 52.17ms, mfu 7.18%
iter 3160: loss 1.2240, time 54.35ms, mfu 7.17%
iter 3170: loss 1.3266, time 55.40ms, mfu 7.15%
iter 3180: loss 1.3016, time 53.06ms, mfu 7.16%
iter 3190: loss 1.2635, time 52.44ms, mfu 7.18%
iter 3200: loss 1.1999, time 50.01ms, mfu 7.24%
iter 3210: loss 1.2305, time 52.77ms, mfu 7.25%
iter 3220: loss 1.2660, time 53.73ms, mfu 7.24%
iter 3230: loss 1.3307, time 52.48ms, mfu 7.25%
iter 3240: loss 1.3373, time 52.26ms, mfu 7.27%
step 3250: train loss 1.2158, val loss 1.3867
saving checkpoint to perliment_out2
iter 3250: loss 1.2661, time 5913.01ms, mfu 6.55%
iter 3260: loss 1.3488, time 53.54ms, mfu 6.61%
iter 3270: loss 1.3134, time 52.72ms, mfu 6.68%
iter 3280: loss 1.2653, time 44.89ms, mfu 6.88%
iter 3290: loss 1.2638, time 53.35ms, mfu 6.91%
iter 3300: loss 1.3026, time 55.68ms, mfu 6.91%
iter 3310: loss 1.2854, time 54.83ms, mfu 6.93%
iter 3320: loss 1.2071, time 52.36ms, mfu 6.97%
iter 3330: loss 1.2863, time 55.71ms, mfu 6.97%
iter 3340: loss 1.2533, time 51.31ms, mfu 7.02%
iter 3350: loss 1.2569, time 51.74ms, mfu 7.07%
iter 3360: loss 1.1996, time 52.38ms, mfu 7.10%
iter 3370: loss 1.2717, time 51.45ms, mfu 7.14%
iter 3380: loss 1.2670, time 52.24ms, mfu 7.17%
iter 3390: loss 1.2038, time 56.01ms, mfu 7.14%
iter 3400: loss 1.2761, time 53.43ms, mfu 7.15%
iter 3410: loss 1.2134, time 53.54ms, mfu 7.15%
iter 3420: loss 1.2422, time 51.04ms, mfu 7.20%
iter 3430: loss 1.2368, time 55.38ms, mfu 7.17%
iter 3440: loss 1.2321, time 50.46ms, mfu 7.22%
iter 3450: loss 1.2245, time 53.38ms, mfu 7.22%
iter 3460: loss 1.1960, time 57.25ms, mfu 7.18%
iter 3470: loss 1.2975, time 56.08ms, mfu 7.15%
iter 3480: loss 1.2484, time 57.37ms, mfu 7.10%
iter 3490: loss 1.2606, time 54.04ms, mfu 7.11%
step 3500: train loss 1.2113, val loss 1.3764
saving checkpoint to perliment_out2
iter 3500: loss 1.2160, time 5821.56ms, mfu 6.40%
iter 3510: loss 1.2993, time 44.22ms, mfu 6.64%
iter 3520: loss 1.2624, time 52.92ms, mfu 6.70%
iter 3530: loss 1.3592, time 54.65ms, mfu 6.74%
iter 3540: loss 1.2135, time 57.69ms, mfu 6.74%
iter 3550: loss 1.3054, time 55.00ms, mfu 6.76%
iter 3560: loss 1.3089, time 52.96ms, mfu 6.82%
iter 3570: loss 1.2126, time 51.60ms, mfu 6.88%
iter 3580: loss 1.2483, time 52.27ms, mfu 6.93%
iter 3590: loss 1.2585, time 45.68ms, mfu 7.09%
iter 3600: loss 1.2165, time 51.74ms, mfu 7.12%
iter 3610: loss 1.3038, time 55.84ms, mfu 7.10%
iter 3620: loss 1.2943, time 56.86ms, mfu 7.07%
iter 3630: loss 1.2310, time 47.42ms, mfu 7.18%
iter 3640: loss 1.3052, time 52.33ms, mfu 7.20%
iter 3650: loss 1.2774, time 44.15ms, mfu 7.35%
iter 3660: loss 1.2953, time 50.44ms, mfu 7.38%
iter 3670: loss 1.1667, time 44.62ms, mfu 7.51%
iter 3680: loss 1.2386, time 45.50ms, mfu 7.61%
iter 3690: loss 1.1761, time 53.76ms, mfu 7.57%
iter 3700: loss 1.1825, time 54.76ms, mfu 7.52%
iter 3710: loss 1.2820, time 52.36ms, mfu 7.50%
iter 3720: loss 1.2003, time 45.21ms, mfu 7.61%
iter 3730: loss 1.2930, time 50.84ms, mfu 7.60%
iter 3740: loss 1.2904, time 51.30ms, mfu 7.60%
step 3750: train loss 1.2030, val loss 1.3710
saving checkpoint to perliment_out2
iter 3750: loss 1.2759, time 5939.39ms, mfu 6.84%
iter 3760: loss 1.1989, time 55.01ms, mfu 6.86%
iter 3770: loss 1.2525, time 51.67ms, mfu 6.92%
iter 3780: loss 1.2931, time 52.79ms, mfu 6.96%
iter 3790: loss 1.1675, time 52.22ms, mfu 7.01%
iter 3800: loss 1.3016, time 54.54ms, mfu 7.01%
iter 3810: loss 1.3131, time 55.55ms, mfu 7.01%
iter 3820: loss 1.3260, time 51.98ms, mfu 7.05%
iter 3830: loss 1.2243, time 55.45ms, mfu 7.04%
iter 3840: loss 1.2454, time 46.11ms, mfu 7.17%
iter 3850: loss 1.2179, time 52.98ms, mfu 7.19%
iter 3860: loss 1.3101, time 53.53ms, mfu 7.19%
iter 3870: loss 1.2415, time 52.78ms, mfu 7.20%
iter 3880: loss 1.1803, time 54.44ms, mfu 7.19%
iter 3890: loss 1.1887, time 47.79ms, mfu 7.28%
iter 3900: loss 1.2641, time 53.86ms, mfu 7.27%
iter 3910: loss 1.2881, time 55.95ms, mfu 7.23%
iter 3920: loss 1.2205, time 52.53ms, mfu 7.24%
iter 3930: loss 1.1772, time 47.96ms, mfu 7.33%
iter 3940: loss 1.3079, time 47.66ms, mfu 7.40%
iter 3950: loss 1.2745, time 52.26ms, mfu 7.40%
iter 3960: loss 1.3072, time 55.03ms, mfu 7.36%
iter 3970: loss 1.1965, time 54.18ms, mfu 7.34%
iter 3980: loss 1.1662, time 52.14ms, mfu 7.35%
iter 3990: loss 1.2108, time 53.54ms, mfu 7.33%
step 4000: train loss 1.1962, val loss 1.3646
saving checkpoint to perliment_out2
iter 4000: loss 1.2869, time 5825.66ms, mfu 6.61%
iter 4010: loss 1.2936, time 52.92ms, mfu 6.68%
iter 4020: loss 1.2353, time 52.12ms, mfu 6.75%
iter 4030: loss 1.2141, time 51.29ms, mfu 6.83%
iter 4040: loss 1.1790, time 51.72ms, mfu 6.89%
iter 4050: loss 1.2000, time 56.02ms, mfu 6.89%
iter 4060: loss 1.2908, time 54.08ms, mfu 6.92%
iter 4070: loss 1.2145, time 54.52ms, mfu 6.93%
iter 4080: loss 1.1860, time 55.12ms, mfu 6.94%
iter 4090: loss 1.2495, time 52.60ms, mfu 6.98%
iter 4100: loss 1.2639, time 44.76ms, mfu 7.15%
iter 4110: loss 1.3141, time 51.25ms, mfu 7.18%
iter 4120: loss 1.1935, time 50.99ms, mfu 7.22%
iter 4130: loss 1.2509, time 50.78ms, mfu 7.26%
iter 4140: loss 1.2113, time 54.79ms, mfu 7.24%
